datazone,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01007116,10,10,14,12,17,17,13,13,13,18,7,21,13,22,16,21,16,18,18,18,9,20,12,18,17,13,7,14,10,10,12,7,12,8,12,10,13,23,19,8,21,13,28,28,15,12,26,23,25,23,11,22,17,21,18,14,11,12,8,10,7,13,7,9,5,10,8,13,7,9,12,6,10,12,6,6,2,4,4,1,2,4,1,0,0,1,1,0,1,2,1
S01007117,5,2,5,3,3,2,8,2,8,7,2,2,6,7,5,3,2,4,8,5,0,4,3,4,3,2,4,7,5,2,4,5,1,1,7,6,10,3,3,2,4,5,6,4,3,5,2,4,7,5,9,7,6,4,9,7,5,13,10,5,10,8,7,15,7,7,10,3,3,5,5,6,5,6,6,7,4,2,6,3,6,3,3,1,3,2,3,0,0,1,2
S01007118,13,7,16,10,5,12,10,3,11,9,7,9,10,9,2,7,7,6,10,5,5,10,6,12,6,7,14,13,18,10,8,12,7,10,6,16,10,11,13,9,4,9,12,5,4,10,8,8,2,15,5,10,9,8,9,4,8,11,3,4,9,8,5,5,3,2,5,6,6,6,12,8,9,4,2,8,2,1,2,2,2,3,1,1,0,1,0,0,0,0,3
S01007119,6,9,7,6,4,6,3,17,12,7,9,9,6,10,13,10,7,8,11,6,6,4,11,12,11,10,6,13,9,12,5,10,11,10,10,10,14,16,16,11,12,3,10,3,3,10,11,9,5,6,5,5,3,15,8,12,8,16,5,9,11,11,8,5,10,9,18,10,17,11,9,14,12,7,3,2,4,7,3,3,2,4,4,0,2,2,1,0,0,0,1
S01007120,12,13,15,6,12,11,18,21,9,11,5,2,14,5,11,8,5,6,5,2,3,7,7,18,15,18,19,29,4,26,17,10,23,17,21,17,24,15,7,10,5,7,16,13,16,11,9,14,14,10,15,11,18,5,22,17,14,18,11,8,22,11,12,11,13,7,5,10,14,20,16,13,7,11,4,12,5,6,10,0,7,4,4,4,3,1,1,2,2,2,3
S01007121,3,6,5,6,5,2,5,6,4,3,3,1,2,4,5,2,7,6,2,5,9,6,2,7,3,9,4,3,3,14,6,11,13,6,4,7,7,8,7,4,8,6,1,8,3,2,6,3,13,5,1,5,5,13,7,7,5,1,8,9,2,8,2,3,7,3,4,6,3,6,8,10,6,4,3,8,9,6,7,5,4,7,6,9,5,7,8,3,3,1,7
S01007122,3,3,6,0,4,9,4,7,5,7,4,5,9,10,5,1,8,2,7,8,4,6,9,2,6,5,3,8,5,5,8,7,1,10,3,7,4,6,4,7,2,8,9,11,7,8,10,2,2,13,5,13,11,7,8,6,15,5,11,11,7,9,11,9,8,3,6,10,9,10,5,11,3,4,6,5,2,7,5,1,2,3,2,4,2,1,6,2,0,0,8
S01007123,12,7,16,10,9,7,9,3,6,6,6,4,7,5,6,3,4,12,6,2,8,4,8,9,4,9,12,15,13,7,8,10,11,13,8,6,11,10,3,7,10,6,7,7,9,12,3,10,9,6,6,8,6,6,10,9,7,7,10,12,11,7,11,9,12,6,5,8,7,8,7,5,5,4,7,8,6,6,4,10,3,5,6,6,1,4,2,4,4,1,10
S01007124,13,5,15,5,12,7,5,8,14,6,8,4,9,10,5,6,13,13,6,15,13,6,12,12,7,12,10,7,15,10,12,8,10,7,13,6,10,15,15,8,15,9,6,9,11,6,18,18,15,11,13,9,16,14,17,5,13,17,15,11,11,11,23,5,4,6,17,8,13,11,8,13,9,5,9,6,7,4,11,4,5,2,4,3,9,2,1,4,2,3,3
S01007125,7,7,9,13,6,9,6,3,17,15,12,12,4,3,9,12,11,13,2,15,7,17,10,11,12,4,17,9,10,9,7,9,13,14,13,17,11,9,16,9,10,11,16,13,10,14,12,12,5,18,6,16,6,13,7,4,7,8,18,9,12,10,10,7,12,8,11,5,10,6,8,14,5,10,9,16,1,8,3,3,3,5,9,3,2,2,2,2,1,2,4
S01007126,13,10,18,13,27,13,15,14,21,15,24,14,12,10,4,1,7,6,17,11,9,14,7,12,15,7,12,18,15,17,12,12,16,13,12,13,10,8,15,14,16,16,14,10,15,15,8,7,9,9,10,8,7,7,5,9,13,3,14,18,5,12,14,8,9,11,7,6,3,11,6,3,6,3,1,2,2,5,3,1,2,4,2,1,2,0,2,2,4,0,1
S01007127,14,6,12,7,15,16,10,12,7,6,14,5,11,11,13,14,17,18,18,9,16,19,13,12,17,13,7,30,25,8,10,10,19,9,20,18,20,21,16,24,11,17,12,11,21,13,14,17,16,16,15,19,11,11,16,21,21,12,9,12,17,9,7,9,10,5,9,1,13,5,7,12,6,3,8,1,1,1,2,3,1,1,3,0,5,2,0,0,0,2,4
S01007128,5,4,5,4,11,12,6,11,11,12,12,11,1,3,2,6,9,12,8,6,12,6,11,7,5,8,10,11,8,4,7,10,7,9,9,12,7,13,13,10,14,8,15,2,12,7,8,12,13,9,8,12,3,13,9,6,11,6,13,18,12,11,5,9,13,7,10,5,10,12,22,7,11,12,11,9,16,12,6,5,8,9,9,7,3,3,0,1,2,3,3
S01007129,11,12,6,15,12,13,8,12,11,7,7,9,8,15,21,17,17,12,18,13,6,15,10,4,5,5,6,4,2,10,4,7,7,10,3,13,13,10,8,8,10,5,10,18,12,17,16,20,18,20,15,15,19,18,28,26,21,15,11,6,9,19,14,10,2,11,15,15,17,11,17,14,7,15,12,15,7,4,7,4,2,4,6,3,0,2,1,2,1,0,5
S01007130,4,1,4,5,4,5,4,6,8,3,8,6,9,2,4,4,6,7,3,3,3,6,6,8,13,7,6,9,1,5,10,9,1,1,0,2,4,2,6,4,4,8,12,3,5,4,4,10,8,7,9,11,4,11,18,8,12,7,9,8,11,9,6,10,16,6,5,5,8,8,7,9,5,11,8,8,10,10,6,3,3,3,2,0,5,2,5,10,2,1,10
S01007131,6,4,7,3,5,7,12,8,18,5,8,6,9,8,8,3,12,11,4,10,8,6,12,10,3,3,6,6,3,4,5,9,6,10,14,7,11,6,12,8,9,3,5,16,12,15,5,23,1,4,9,14,3,14,12,10,11,15,14,11,11,9,17,19,15,15,15,13,10,12,9,14,11,11,9,3,6,8,6,4,5,3,8,9,6,2,3,1,1,1,11
S01007132,6,9,2,6,13,8,3,7,8,11,3,6,3,6,6,9,2,10,8,9,0,6,7,9,7,2,4,0,6,7,6,8,5,7,10,9,12,7,2,6,5,10,12,3,2,12,7,2,5,7,12,13,15,17,13,10,21,9,8,10,12,18,11,12,9,8,9,11,20,8,14,11,5,8,10,8,4,7,7,5,3,3,2,9,12,1,2,6,0,1,4
S01007133,5,3,6,4,2,9,4,9,3,1,4,3,6,6,9,5,6,12,8,4,10,12,5,9,5,12,10,2,10,10,6,9,4,2,10,1,8,13,10,2,7,3,7,9,6,11,9,10,7,13,12,13,18,13,19,19,12,13,13,10,10,15,4,12,6,10,8,1,9,11,10,14,4,5,11,6,3,6,1,5,5,8,3,6,3,1,0,3,2,0,5
S01007134,4,10,7,1,8,8,6,12,9,9,17,6,9,11,6,4,8,10,15,6,6,17,8,4,7,3,1,2,2,7,7,4,13,6,2,6,9,5,8,6,6,3,4,9,14,8,9,14,10,13,16,24,8,12,16,15,12,21,17,15,8,18,13,9,13,5,12,11,3,10,9,11,10,4,5,4,5,6,1,8,4,3,2,6,3,1,2,0,3,0,15
S01007135,4,1,1,4,1,2,9,1,2,7,7,8,10,9,11,5,10,5,5,8,7,5,5,3,8,4,2,3,1,3,2,2,2,6,8,1,9,6,7,10,3,4,12,5,8,7,10,12,12,4,15,10,11,15,7,6,10,6,10,6,9,2,5,9,8,9,10,5,10,12,6,15,3,9,2,2,4,3,4,3,2,0,3,6,0,3,5,0,2,4,1
S01007136,4,7,11,7,9,6,12,10,5,8,10,6,9,12,12,12,14,2,10,6,1,5,9,7,11,8,3,2,2,3,6,7,6,2,9,4,4,3,6,7,3,10,10,9,8,6,14,9,8,13,18,19,19,14,6,7,11,2,8,13,8,6,11,8,4,11,3,2,1,5,5,5,3,6,1,4,4,3,2,5,4,4,0,0,0,3,1,2,0,1,3
S01007137,14,7,9,8,9,10,11,16,6,16,16,6,18,15,19,15,7,11,10,1,13,15,9,9,8,3,4,4,4,12,9,11,11,8,4,15,15,8,11,14,15,19,20,18,26,19,20,9,21,21,12,11,18,11,9,14,4,9,9,10,8,5,6,3,12,5,5,2,3,1,3,3,2,0,2,1,0,1,0,0,1,1,2,1,0,1,1,1,1,2,1
S01007138,5,10,7,5,11,5,11,4,8,7,12,4,10,6,7,4,8,2,5,9,8,2,6,2,7,4,4,2,7,1,4,4,4,12,10,8,7,6,13,9,7,6,10,8,2,3,12,6,8,4,16,9,7,6,11,8,17,11,10,12,8,13,7,11,8,18,5,5,6,3,7,9,10,8,4,6,8,6,3,7,3,2,1,1,6,2,0,2,0,1,4
S01007139,8,8,6,13,11,8,11,6,7,10,13,7,15,8,4,10,14,11,13,11,8,9,10,5,4,5,7,1,5,2,6,10,15,10,8,6,5,9,5,10,5,10,7,10,11,15,11,10,11,22,14,16,24,10,15,11,12,9,12,6,17,5,6,13,5,8,13,14,7,13,10,12,9,10,10,10,5,4,6,6,7,6,5,4,5,2,2,3,0,1,1
S01007140,11,11,13,14,23,12,13,17,11,22,20,14,9,18,20,10,20,11,8,7,11,10,1,7,7,6,9,12,10,7,15,20,14,15,8,8,12,15,20,11,8,15,7,21,12,10,8,12,14,14,12,21,10,20,19,20,29,23,25,13,10,15,15,12,8,16,15,21,9,16,18,25,14,13,20,17,11,10,6,11,11,13,1,6,2,2,2,1,0,2,4
S01007141,4,8,1,4,6,12,5,13,7,14,9,13,6,9,10,8,5,5,5,8,14,7,7,4,6,10,5,3,4,9,14,8,11,8,6,13,2,9,9,10,6,11,4,5,11,13,9,9,15,5,12,8,12,14,9,13,20,10,8,12,15,10,6,7,12,13,14,4,9,9,7,10,6,5,7,8,6,2,0,3,5,1,4,0,2,2,1,2,2,1,2
S01007142,7,5,5,5,9,6,12,8,8,15,7,16,13,11,11,14,10,19,11,11,10,3,13,10,9,4,9,8,6,2,3,4,1,6,4,5,6,2,8,9,8,10,14,7,8,22,16,11,12,12,10,19,8,10,12,15,5,13,5,2,3,10,1,4,2,1,1,2,3,1,2,3,4,6,3,1,0,1,3,1,4,2,3,3,5,5,7,11,8,6,29
S01007143,2,4,12,12,11,16,14,16,13,15,27,16,13,18,19,12,8,11,6,13,11,2,6,2,6,4,0,1,1,4,5,7,9,11,5,11,13,17,13,17,9,8,25,17,15,21,13,14,13,20,13,13,8,8,7,9,4,4,6,5,6,6,1,2,5,2,3,3,5,4,4,4,0,2,0,2,0,3,0,2,1,1,2,0,0,0,0,0,0,0,0
S01007144,1,6,1,2,6,9,4,2,3,3,7,6,4,5,6,3,8,8,4,5,5,12,5,1,6,7,6,4,8,6,5,4,10,4,4,3,5,6,7,3,4,9,7,3,8,13,9,11,7,18,9,15,11,20,20,18,18,16,21,16,15,22,21,11,30,19,19,30,27,21,27,35,13,18,12,12,12,10,4,4,5,8,4,5,4,5,4,3,2,2,6
S01007145,3,7,5,7,12,8,12,6,4,12,4,10,5,10,7,11,7,6,7,8,6,6,1,6,6,3,8,9,7,2,9,4,8,5,7,2,8,6,11,6,9,9,5,6,5,10,10,12,18,7,12,7,14,10,12,12,15,14,16,16,9,7,14,13,17,23,6,15,21,17,25,18,13,15,15,11,19,16,15,11,14,10,12,9,3,3,5,5,3,1,7
S01007146,9,8,8,8,12,5,10,7,9,9,12,9,11,9,10,16,5,14,10,5,6,11,7,3,8,0,2,5,8,15,6,4,6,11,10,8,5,12,7,12,11,11,5,10,9,4,9,10,8,12,12,8,7,10,10,12,11,8,13,14,13,8,6,8,9,6,5,8,21,15,15,14,10,13,10,1,8,8,5,2,5,6,9,4,4,2,3,7,2,0,2
S01007147,2,7,8,9,7,6,9,5,5,6,7,9,7,4,5,9,3,9,2,4,6,9,8,0,3,4,7,6,10,3,11,4,4,3,9,6,5,11,4,10,3,6,6,6,6,5,11,6,6,13,4,11,8,10,10,6,14,8,9,12,11,12,10,12,17,12,10,14,11,11,11,13,8,6,7,6,9,15,5,8,5,8,4,5,4,3,6,2,3,0,4
S01007148,7,2,4,2,4,1,5,3,8,7,7,3,4,6,2,7,6,9,8,4,3,6,3,4,8,6,6,6,2,7,2,2,3,4,3,5,5,5,5,10,3,5,9,1,10,6,5,2,9,2,11,7,7,6,7,20,4,11,8,13,6,13,6,7,4,8,9,8,7,13,14,11,5,6,12,5,4,7,1,3,1,2,2,5,2,2,3,1,1,0,0
S01007149,3,6,3,2,8,1,2,2,1,5,3,2,4,5,8,6,3,6,9,3,9,2,0,5,10,7,2,5,6,12,2,3,7,3,3,2,0,5,1,8,4,5,3,8,5,5,6,8,5,8,6,3,11,10,11,6,12,9,12,5,7,4,4,6,6,10,8,7,5,10,22,20,4,13,15,12,7,6,12,4,10,5,9,3,0,1,1,4,1,1,1
S01007150,2,7,3,3,3,3,1,6,8,5,4,8,3,5,6,2,1,6,1,0,1,6,3,3,3,3,2,6,2,5,10,6,7,0,2,3,5,4,6,4,4,2,10,6,8,10,10,6,9,15,3,4,5,10,7,7,1,12,8,8,8,22,10,8,9,9,13,15,7,12,22,23,20,19,10,14,8,13,19,15,18,13,14,11,12,5,19,9,2,13,48
S01007151,19,11,11,9,16,11,15,8,13,17,13,15,13,15,21,8,16,12,15,11,15,13,18,19,10,11,9,8,4,7,16,12,9,11,12,11,9,10,11,17,13,11,15,16,17,16,19,18,12,19,11,27,11,22,20,28,12,16,16,12,16,14,11,13,15,10,10,6,14,9,19,15,11,11,13,8,5,5,6,4,4,4,8,9,6,4,3,2,0,3,13
S01007152,4,7,2,4,6,4,4,4,2,2,8,2,3,6,8,7,5,8,2,3,5,4,4,7,3,3,7,4,3,4,7,7,11,6,5,1,9,4,1,2,3,4,2,7,6,8,12,5,8,6,4,5,10,14,6,15,12,7,5,7,6,2,13,6,3,12,4,12,12,11,7,7,12,3,8,5,5,8,5,7,7,9,7,6,3,3,4,4,6,4,27
S01007153,5,3,5,8,8,7,8,10,7,5,10,9,4,11,8,1,13,8,8,4,4,11,9,0,8,4,4,8,3,2,3,4,7,4,6,7,6,6,7,1,6,11,5,3,10,6,8,10,8,12,7,13,8,13,15,9,10,13,9,2,4,14,12,11,7,10,5,10,19,10,13,12,7,11,11,11,5,4,10,9,5,3,6,4,4,1,6,4,1,1,3
S01007154,7,2,2,1,5,6,11,3,4,1,1,1,3,4,5,3,2,1,9,3,11,5,10,4,8,11,6,13,8,3,7,5,5,9,5,5,9,9,6,6,7,4,2,5,7,5,14,10,8,11,8,10,7,8,6,8,11,6,16,14,10,9,9,4,15,12,12,17,18,20,15,11,11,10,11,15,4,8,9,7,5,8,11,11,12,5,10,9,9,4,30
S01007155,2,6,7,2,3,6,6,11,5,6,8,4,7,5,5,7,1,3,6,3,6,4,5,6,8,3,10,8,5,4,2,5,7,5,5,3,1,7,4,5,5,8,5,8,5,6,16,9,11,7,5,11,13,11,4,5,6,11,16,7,4,11,10,4,8,8,13,8,10,11,16,15,12,4,4,10,4,6,11,6,11,3,9,4,8,2,7,6,4,0,4
S01007156,3,9,11,8,8,1,8,1,7,13,7,5,8,5,9,5,4,6,7,7,12,4,3,9,6,1,6,9,3,7,11,1,3,2,13,14,5,10,6,10,4,8,7,3,9,5,8,14,10,10,7,4,9,10,7,13,9,16,18,9,11,8,12,10,10,13,11,14,14,17,16,13,4,5,8,6,5,4,2,4,6,6,1,2,4,6,4,2,1,4,6
S01007157,8,6,5,6,10,13,8,14,7,10,5,5,6,4,6,12,7,14,4,8,6,6,5,3,2,7,2,14,9,9,11,2,10,5,6,6,2,0,6,6,3,5,6,8,4,5,10,5,4,12,10,2,6,7,13,11,15,7,16,8,3,10,8,7,11,12,4,9,2,6,5,7,4,4,2,7,10,3,6,3,0,2,0,1,2,1,1,2,4,0,5
S01007158,3,9,9,9,5,10,15,10,2,9,16,18,11,16,13,14,10,10,11,10,9,8,10,12,7,10,6,6,9,8,8,8,16,8,9,11,9,2,13,14,12,1,17,12,23,10,17,15,14,16,20,10,13,21,18,19,14,14,12,13,10,12,6,18,9,6,13,5,12,6,10,14,6,9,7,4,3,7,5,9,3,4,7,1,3,1,2,5,1,0,7
S01007159,15,16,10,7,15,15,13,13,14,13,17,6,17,10,10,15,17,14,8,11,10,12,8,15,17,22,7,17,7,18,17,16,14,11,16,13,23,13,11,11,13,19,21,12,17,12,9,6,22,12,10,21,14,9,9,11,19,8,12,20,15,9,10,12,17,8,5,5,17,16,10,14,15,7,10,8,12,10,6,10,8,3,8,1,2,7,2,3,1,1,1
S01007160,5,11,7,12,10,13,10,14,9,11,9,6,7,8,12,17,6,13,10,4,6,5,9,8,15,7,9,4,1,10,9,4,7,6,10,6,17,8,15,7,7,10,14,13,7,16,14,22,7,10,9,7,2,11,12,21,13,13,11,12,8,6,6,18,11,15,4,9,12,8,10,19,9,13,19,12,10,2,11,7,14,2,5,3,2,1,5,1,3,0,3
S01007161,6,7,14,5,4,7,3,7,13,10,6,3,9,12,7,13,12,5,19,6,4,2,3,6,9,10,3,5,6,8,7,9,8,5,6,12,5,10,13,6,7,9,4,4,13,8,15,5,7,11,7,11,8,18,11,8,11,2,11,11,16,4,14,16,4,6,12,9,11,13,15,11,10,8,14,12,7,9,6,8,5,8,5,6,6,6,6,5,2,1,11
S01007162,4,2,6,3,3,5,10,2,10,5,10,2,2,5,8,6,4,8,7,6,5,6,9,6,9,3,7,9,1,1,2,9,4,18,10,16,12,8,15,3,8,8,4,8,2,6,6,5,7,8,1,10,7,6,11,5,6,5,4,2,9,9,4,3,6,5,6,5,5,4,11,4,11,3,7,4,4,5,5,5,5,4,2,1,3,3,4,0,2,2,7
S01007163,8,11,7,16,5,12,11,10,10,7,13,9,13,6,7,4,6,14,15,6,7,6,5,4,3,2,8,5,7,4,3,11,12,16,8,18,12,3,6,9,14,8,6,10,13,9,10,12,12,11,14,12,16,11,14,9,8,10,9,14,11,11,16,13,9,15,13,14,12,21,15,9,11,18,15,15,12,12,9,8,11,7,12,10,6,5,10,4,3,5,13
S01007164,7,4,6,3,4,3,6,4,5,9,5,6,5,12,9,7,1,5,3,1,1,4,1,7,4,3,9,10,7,3,5,7,1,3,15,6,4,5,7,10,5,4,5,6,4,6,5,10,16,6,1,6,8,16,10,10,9,11,7,3,3,4,11,5,8,9,9,15,6,5,9,18,13,6,12,7,9,2,4,5,7,3,6,4,4,4,2,4,3,3,6
S01007165,4,11,3,8,7,6,4,11,10,8,12,6,8,8,7,12,5,4,17,5,9,9,13,6,13,8,6,3,11,10,6,8,7,6,7,9,9,11,6,0,7,4,9,5,16,6,11,9,11,12,9,13,19,17,9,15,14,15,11,6,10,16,15,5,13,17,12,19,12,19,21,15,12,10,11,6,2,5,9,7,6,7,8,8,8,7,9,6,9,9,25
S01007166,2,4,4,4,2,6,5,5,7,6,12,8,4,10,12,13,9,4,7,8,8,4,2,4,2,5,8,2,0,4,5,5,4,5,1,4,5,8,6,9,4,10,10,3,8,9,7,4,5,11,9,8,14,10,9,7,9,12,5,11,9,5,7,11,13,13,9,12,13,12,18,18,11,14,10,10,7,6,8,10,7,6,4,8,3,2,3,1,7,2,7
S01007167,7,2,2,8,9,6,5,7,8,12,4,6,4,8,10,6,13,6,9,12,11,10,5,7,9,8,4,3,3,3,11,6,9,8,5,7,3,3,9,11,9,6,8,13,7,6,4,6,11,14,10,12,13,10,8,14,15,6,11,17,13,7,18,20,21,15,16,15,15,22,19,12,12,12,8,10,8,2,6,8,4,8,8,4,3,5,2,1,2,3,2
S01007168,7,9,3,10,5,10,7,5,11,7,6,12,1,11,5,6,9,9,4,6,4,7,6,5,4,10,14,5,10,11,14,3,3,11,4,6,3,12,8,13,4,4,5,11,2,4,6,10,2,7,4,11,15,7,12,18,19,21,21,11,28,18,16,19,16,16,15,13,17,23,21,24,20,16,13,16,8,4,10,4,2,4,10,5,8,6,3,5,4,0,6
S01007169,3,2,3,13,4,12,8,10,1,7,4,11,9,5,5,3,9,9,10,6,13,6,10,11,1,2,7,7,6,8,4,0,6,7,4,5,7,5,7,11,5,10,11,9,8,11,3,10,9,9,6,9,13,9,9,12,16,14,5,9,11,10,15,7,15,16,14,15,5,14,9,20,8,9,11,10,6,8,3,5,5,12,4,5,1,4,3,1,2,2,4
S01007170,5,3,6,6,8,7,6,7,8,8,6,9,3,3,6,8,5,4,8,10,6,0,10,2,11,8,3,2,9,2,7,10,11,6,9,6,3,5,6,7,4,9,12,6,6,15,3,11,6,16,11,14,5,9,10,4,10,12,15,18,16,9,11,13,7,11,11,14,13,8,8,13,11,10,8,3,6,2,7,4,6,4,3,0,0,0,0,1,3,1,2
S01007171,9,7,10,13,9,7,9,4,9,3,8,7,4,4,8,3,7,14,10,26,15,32,23,28,20,20,26,26,23,18,25,16,7,18,26,27,23,22,16,16,18,16,16,6,10,11,5,17,15,15,22,22,24,21,12,19,22,15,13,16,16,14,10,11,9,11,9,8,8,14,9,18,9,6,4,4,7,9,5,6,4,4,1,6,2,0,5,5,2,1,4
S01007172,8,8,10,8,10,8,5,7,11,11,9,10,12,10,16,17,7,13,9,7,4,9,6,11,1,7,12,4,5,17,5,6,4,4,8,10,11,10,14,13,10,10,12,11,12,16,17,15,26,15,18,22,24,12,21,17,22,13,30,17,17,15,12,29,21,31,14,34,27,22,18,24,16,13,6,10,18,6,4,10,0,8,9,6,3,3,4,5,2,2,21
S01007173,7,7,5,10,10,12,6,21,7,15,12,22,11,10,13,11,8,7,7,13,13,13,14,11,6,15,7,5,3,9,6,9,11,9,9,14,7,12,18,16,6,5,5,11,8,16,20,11,16,19,19,22,10,16,15,13,12,13,17,17,12,8,9,11,6,11,10,9,7,10,11,8,8,2,5,3,5,2,6,3,4,0,4,2,5,1,4,2,0,1,1
S01007174,6,8,5,13,9,13,8,10,13,13,14,11,9,16,16,15,13,19,21,16,8,14,13,16,11,7,6,8,13,6,15,6,12,16,10,7,8,8,15,7,12,12,12,11,13,14,12,19,6,10,13,26,17,15,17,9,9,10,15,12,11,7,10,9,4,8,4,4,14,11,5,9,8,5,5,7,5,3,7,0,3,6,12,2,4,1,2,2,8,3,21
S01007175,9,2,2,6,11,2,3,2,3,3,7,1,7,4,10,9,4,16,8,8,6,9,6,9,6,4,4,1,1,11,5,7,5,4,8,6,8,5,7,4,12,4,4,7,10,4,6,11,7,16,8,5,4,6,14,5,7,12,13,4,14,4,10,9,8,8,2,7,5,13,9,11,10,13,11,10,9,9,6,14,3,6,5,8,7,1,5,6,2,4,13
S01007176,6,2,3,5,5,6,3,4,7,15,6,4,7,8,2,6,13,11,8,10,2,3,10,4,4,7,15,21,7,13,6,5,3,8,5,8,9,12,7,5,8,10,6,5,8,4,13,11,7,12,12,9,9,5,9,5,11,10,3,4,8,8,7,3,1,7,3,3,3,11,10,8,8,3,12,9,5,11,6,5,9,5,4,1,5,1,4,2,5,1,3
S01007177,9,5,8,4,11,9,6,12,11,4,4,3,1,2,5,5,7,10,5,8,6,7,7,18,5,5,11,10,10,18,6,10,7,7,8,10,12,2,11,1,6,0,7,10,4,6,7,5,12,7,13,7,9,5,9,7,7,7,4,2,4,3,10,5,7,6,5,9,1,6,6,10,5,3,2,3,11,4,13,3,4,8,2,7,4,6,1,1,1,1,3
S01007178,19,13,13,18,15,16,20,13,12,13,10,8,7,11,10,0,15,9,8,14,15,14,10,16,25,20,14,11,13,7,8,11,13,13,15,13,13,14,17,19,6,8,15,5,15,10,11,7,15,13,17,13,9,14,12,19,18,23,7,10,12,7,8,8,8,12,8,10,9,2,9,12,10,6,7,7,0,4,5,4,7,1,5,6,5,6,4,3,3,0,2
S01007179,4,4,5,5,5,5,5,7,7,7,4,9,10,8,7,11,10,5,9,9,2,7,4,4,10,8,7,5,2,5,12,4,4,1,8,6,9,6,12,7,14,8,11,7,9,14,12,8,12,13,7,12,13,11,9,15,16,17,14,19,15,17,18,13,19,18,13,17,12,23,12,26,15,20,15,18,8,8,12,9,17,11,7,8,9,9,4,6,4,4,25
S01007180,4,5,3,6,8,2,10,13,3,5,12,6,7,6,7,6,5,15,11,9,9,3,6,1,2,5,13,6,0,3,9,10,4,8,5,11,10,4,8,13,4,7,7,6,3,1,6,12,10,17,5,13,18,16,11,7,14,3,10,9,11,5,11,9,13,8,10,5,18,10,11,11,6,16,10,9,10,10,5,8,12,16,6,13,6,2,8,5,6,2,5
S01007181,1,4,1,3,5,4,7,4,3,7,5,4,12,5,3,7,10,8,6,6,6,11,7,8,7,5,6,6,5,9,5,3,7,9,1,9,4,6,6,6,5,2,6,6,4,10,9,12,10,12,11,7,22,14,16,13,11,15,11,13,19,17,20,10,12,13,11,8,11,17,19,15,16,14,13,12,9,11,14,16,8,10,6,7,5,12,11,8,5,4,35
S01007182,7,10,8,7,8,9,7,7,10,4,13,9,9,8,2,8,5,6,13,6,9,3,17,8,13,13,14,12,11,6,14,10,17,7,16,11,14,10,11,10,4,10,4,11,7,8,15,17,13,18,17,11,14,16,9,15,12,12,12,19,15,18,18,11,19,30,14,9,16,20,20,13,6,15,18,15,9,9,8,6,2,16,6,2,10,3,6,6,3,1,20
S01007183,7,14,11,11,15,7,13,8,10,14,6,13,13,4,7,4,2,12,3,6,7,13,7,18,8,22,24,24,13,12,23,20,7,15,10,22,16,6,8,10,16,3,9,14,15,16,30,13,15,13,7,10,18,14,19,16,13,16,15,22,16,17,12,10,12,7,12,16,11,13,11,19,12,11,6,10,9,8,13,10,11,8,7,8,5,9,4,6,5,8,9
S01007184,4,6,13,5,10,9,10,3,8,10,7,2,2,21,7,11,8,12,4,7,22,13,19,13,22,8,9,12,24,6,15,7,16,13,12,17,12,13,15,13,9,5,5,11,9,14,12,19,14,14,27,11,12,12,10,15,21,18,20,16,17,4,9,15,9,15,15,13,12,9,13,12,16,6,6,6,12,13,6,7,17,6,4,6,6,9,4,4,4,3,2
S01007185,4,17,7,8,10,10,11,10,11,9,11,9,8,8,7,8,14,9,9,8,14,9,14,10,17,11,16,16,5,11,10,10,9,10,3,14,16,9,7,8,4,10,4,14,14,10,10,10,11,14,21,8,9,11,11,13,15,1,12,7,8,8,6,4,6,11,4,11,15,9,7,16,6,5,5,12,7,12,10,5,8,16,1,6,3,7,2,3,7,3,12
S01007186,8,1,5,9,5,10,5,6,5,3,10,5,7,2,11,8,4,2,6,8,12,11,9,13,7,14,21,6,7,11,10,6,15,20,3,18,8,10,9,9,13,5,1,6,7,9,7,12,10,9,10,5,4,12,8,14,13,9,7,6,8,5,12,3,5,2,9,3,6,7,6,5,3,1,4,5,6,4,2,4,3,2,0,0,1,0,2,3,0,1,3
S01007187,5,5,6,5,8,7,5,4,7,1,2,2,10,6,6,2,8,2,6,9,15,5,10,13,10,12,16,22,27,8,9,20,16,21,11,8,16,4,17,8,8,11,4,7,0,20,3,10,9,7,10,13,22,16,9,10,17,10,14,14,8,8,7,14,5,12,11,8,8,15,11,7,10,11,13,8,7,9,7,4,5,6,6,3,3,4,4,5,4,4,8
