datazone,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01010461,16,11,12,12,5,9,7,5,9,8,4,4,8,6,12,2,10,9,6,2,4,7,5,5,2,12,8,12,7,18,3,4,11,12,11,6,9,2,7,10,9,5,3,4,6,6,5,8,5,11,6,9,10,9,6,10,13,6,5,19,13,11,9,9,7,5,6,1,2,6,7,7,11,8,3,7,5,3,5,6,5,4,4,1,6,4,5,4,2,3,13
S01010462,7,14,13,15,17,15,12,20,21,23,15,23,11,14,15,22,26,19,16,12,17,14,14,12,17,28,19,23,19,25,19,23,14,27,23,26,27,21,20,11,8,12,13,16,9,24,14,9,8,20,25,24,13,7,4,13,8,9,4,4,16,8,14,13,6,10,1,2,1,1,5,3,7,5,3,1,3,0,1,1,1,0,1,1,1,2,0,1,0,1,3
S01010463,8,4,5,4,6,6,2,18,9,6,11,9,9,10,3,6,14,10,4,6,4,6,9,2,6,5,17,3,6,15,10,15,9,3,7,7,7,10,16,11,6,7,10,7,11,17,13,17,13,10,15,11,14,22,12,18,20,11,10,11,12,11,8,7,13,12,12,6,11,15,6,2,4,7,8,9,8,1,3,1,6,9,9,5,3,2,4,2,3,5,3
S01010464,11,9,4,4,3,5,2,7,3,4,5,5,0,5,6,3,2,2,4,2,6,7,7,7,7,1,6,16,5,6,9,9,8,3,6,7,8,6,7,5,10,8,3,0,6,4,9,9,8,4,19,5,7,7,12,8,7,5,12,10,9,10,5,11,6,4,6,1,4,8,4,6,1,4,2,4,5,1,1,1,3,0,5,5,1,4,3,3,8,2,3
S01010465,10,10,12,5,17,13,10,9,12,9,12,7,3,4,5,9,10,9,4,3,3,8,4,8,19,16,11,17,10,17,19,17,18,26,26,17,12,24,23,20,16,13,11,6,9,13,15,18,14,10,25,23,14,18,16,17,19,12,14,8,17,14,9,13,9,7,7,2,9,8,7,5,7,3,3,5,6,4,4,4,11,2,2,3,1,4,3,2,0,0,2
S01010466,9,5,6,6,6,9,7,5,4,8,3,4,5,2,10,3,7,5,3,0,3,7,8,9,15,18,37,14,21,21,40,25,23,23,26,7,10,17,15,15,13,10,8,9,9,2,14,12,9,3,18,11,10,20,18,9,11,5,12,13,13,11,18,16,14,6,3,4,5,10,6,7,2,2,7,3,6,1,2,6,2,2,2,2,2,0,1,3,0,0,2
S01010467,1,4,9,12,5,4,6,3,3,3,7,7,6,6,4,4,5,0,2,1,9,4,10,7,9,20,13,19,13,10,9,5,8,6,5,19,14,17,17,13,4,15,13,6,5,1,8,13,19,17,14,3,16,11,10,9,10,11,16,13,13,12,10,15,18,21,13,16,15,10,9,19,15,11,10,12,8,3,13,16,17,8,14,8,10,11,7,4,6,3,31
S01010468,10,7,9,4,6,6,3,12,11,8,7,10,8,9,15,12,9,15,6,2,10,6,21,15,13,12,26,18,30,17,17,15,17,25,7,12,21,10,8,9,4,15,3,8,12,12,8,16,18,5,17,12,17,11,12,5,13,12,10,18,12,9,11,16,7,11,9,10,9,11,5,12,8,8,8,4,3,9,8,7,3,6,5,3,3,1,2,4,0,2,10
S01010469,3,3,2,1,3,5,0,3,2,3,1,3,4,3,1,2,1,2,0,3,3,6,8,3,14,11,15,21,15,25,17,20,20,14,2,17,12,13,17,11,11,2,7,19,10,6,5,9,9,12,12,4,11,8,7,11,8,8,1,11,7,11,9,3,5,6,2,6,5,8,7,3,1,6,2,4,2,3,4,2,2,2,2,0,1,2,0,0,0,1,1
S01010470,3,8,9,9,9,6,9,8,10,5,4,4,4,7,6,9,7,6,5,6,9,3,6,5,3,13,20,12,12,11,11,14,11,18,12,14,5,4,4,2,6,10,4,8,12,6,7,14,5,6,20,14,10,17,22,12,14,8,15,20,16,10,14,5,11,6,5,10,4,6,10,8,6,11,3,10,3,4,10,7,5,5,3,10,3,7,9,8,5,5,15
S01010471,3,5,11,6,13,5,5,7,9,12,10,4,11,11,7,10,3,11,11,11,3,1,6,2,9,10,11,8,11,15,10,8,9,14,8,9,7,13,11,7,13,10,9,6,9,18,16,10,17,7,9,11,2,6,8,5,20,9,14,8,7,5,5,4,7,5,5,10,6,7,4,11,5,2,5,11,5,2,5,0,1,5,2,0,3,2,1,0,3,0,3
S01010472,12,4,8,6,11,6,10,7,7,8,6,3,10,2,1,6,4,4,5,6,12,7,10,13,16,20,13,20,25,34,19,24,22,25,16,23,25,27,23,19,11,18,7,10,2,7,12,15,15,4,9,7,8,11,6,11,7,6,5,7,3,7,6,8,0,1,5,5,4,2,5,5,5,1,2,5,1,2,1,3,2,1,0,0,0,1,1,1,0,0,2
S01010473,5,9,10,3,9,11,8,5,5,13,4,2,5,5,6,5,3,1,6,5,6,2,11,6,20,21,14,17,28,12,21,24,31,17,20,18,25,7,17,10,19,10,8,0,6,5,7,10,9,4,9,9,14,13,11,14,6,18,13,12,9,13,11,7,9,7,7,9,8,5,5,10,8,4,9,7,6,7,2,3,6,1,1,4,3,0,0,4,1,1,3
S01010474,6,5,5,4,1,2,2,4,5,7,9,3,9,4,0,5,5,5,0,3,7,8,11,15,24,37,22,39,32,28,28,20,25,23,13,17,19,28,11,21,4,12,12,11,6,5,11,13,15,17,5,6,5,6,3,11,9,4,8,4,6,9,5,13,7,6,8,8,4,10,7,5,4,2,5,5,3,0,4,1,2,1,1,3,0,2,2,1,1,1,4
S01010475,7,10,9,15,7,5,12,6,7,5,2,6,6,1,3,7,3,4,3,4,5,7,7,9,12,25,21,22,21,24,18,32,20,37,26,32,20,8,17,18,15,4,15,9,11,5,10,9,8,4,3,11,7,16,5,10,8,6,11,15,14,6,6,6,8,5,2,3,6,1,5,9,3,3,2,4,2,0,4,3,2,0,2,2,1,1,0,2,0,1,0
S01010476,5,5,14,10,9,10,8,8,9,9,9,7,7,11,13,4,6,8,6,10,7,10,7,17,23,20,28,21,24,18,33,18,26,34,19,11,15,16,17,17,26,15,13,21,11,12,11,12,16,10,10,16,10,14,13,16,22,16,11,26,13,9,13,9,7,5,9,14,9,8,16,6,7,7,14,8,3,8,8,9,12,13,10,10,4,6,2,3,11,6,14
S01010477,10,5,4,10,1,10,5,9,11,4,15,5,4,7,6,13,5,16,6,1,7,6,7,11,13,15,16,12,12,13,16,10,7,15,15,4,6,5,14,14,7,4,8,10,14,9,13,14,11,13,12,16,15,6,10,9,15,5,6,9,6,18,12,9,8,10,10,5,8,14,8,6,8,3,9,5,11,3,8,7,5,7,2,4,3,2,3,1,0,1,4
S01010478,17,6,11,5,6,7,14,10,2,13,6,9,3,9,7,7,6,5,3,10,10,7,6,12,12,16,23,7,12,21,14,8,23,20,11,26,21,22,14,14,14,12,14,12,17,12,10,14,12,21,21,24,24,12,17,22,16,12,15,10,20,6,13,5,14,7,15,12,7,10,7,4,4,5,3,7,6,5,3,2,6,6,5,6,4,0,4,3,4,0,2
S01010479,5,15,15,16,15,11,15,12,9,22,14,11,9,11,6,9,10,13,21,7,9,7,7,6,14,17,13,22,13,20,10,10,23,27,8,11,17,20,19,9,16,20,12,14,13,11,8,15,9,27,10,10,8,11,14,15,19,12,18,12,21,19,6,6,9,10,9,3,14,12,7,8,9,4,12,9,11,9,13,3,9,7,5,2,4,6,2,0,3,3,11
S01010480,3,5,4,4,3,5,6,5,4,2,7,4,7,7,5,4,2,4,11,7,4,9,11,8,4,6,10,3,11,10,6,4,2,6,11,13,9,2,1,11,8,0,4,7,9,9,3,5,10,18,15,11,9,16,8,10,15,7,11,10,8,10,8,5,3,2,4,8,6,8,2,12,2,3,2,3,7,1,5,5,3,6,1,5,5,8,3,2,0,1,6
S01010481,6,8,7,10,7,5,15,3,4,13,14,15,10,9,13,10,11,11,12,6,7,7,5,7,8,14,20,6,12,3,12,5,11,10,15,9,12,8,10,14,11,2,9,11,6,5,6,7,12,10,10,8,14,8,6,6,5,10,5,4,6,4,2,4,3,4,2,3,5,3,6,8,1,6,4,2,2,2,0,2,2,2,4,3,2,0,0,0,0,1,0
S01010482,7,6,5,7,9,11,6,7,6,11,6,12,9,3,7,4,9,10,19,8,9,15,4,11,13,10,13,10,18,15,14,14,5,10,9,10,7,3,9,5,5,14,8,4,8,11,20,22,21,10,18,16,20,16,16,11,11,14,14,9,12,16,3,4,12,0,3,6,7,8,5,11,6,3,3,5,2,5,8,8,5,8,6,12,2,4,3,7,4,3,0
S01010483,19,13,17,11,8,7,6,18,16,9,14,12,12,5,8,13,10,9,1,2,3,8,5,10,8,12,16,12,12,7,10,7,19,17,13,31,20,30,20,19,7,11,16,11,14,16,12,15,11,17,13,19,21,16,19,24,18,18,10,10,7,22,12,16,9,9,9,15,7,6,7,9,3,8,11,6,4,5,7,6,7,5,3,6,7,3,3,3,2,4,5
S01010484,4,10,7,8,10,3,12,8,6,13,3,6,4,9,11,7,6,1,3,1,0,8,5,10,8,13,9,2,13,9,4,14,7,6,13,16,5,5,6,4,5,3,7,3,7,3,6,12,14,4,13,5,12,15,7,5,9,4,8,6,8,13,9,7,6,8,9,5,3,7,5,7,7,3,5,2,2,0,6,6,2,3,0,3,1,1,1,1,0,1,4
S01010485,12,12,8,12,11,11,11,9,9,10,19,8,17,8,9,12,8,15,11,17,11,14,11,12,17,15,5,21,18,8,9,9,7,11,6,16,15,11,13,7,13,6,13,6,8,11,16,27,14,13,24,19,23,25,13,20,18,22,13,22,10,15,13,19,14,5,15,10,8,8,8,8,7,5,4,5,5,1,3,8,2,3,2,6,5,6,7,5,3,0,6
S01010486,6,9,4,4,6,1,1,6,11,8,4,8,9,7,8,8,11,8,9,16,6,7,12,10,12,8,11,11,18,8,17,21,2,7,5,10,4,7,6,8,9,7,21,4,2,17,16,12,11,13,18,20,19,14,28,16,17,22,21,18,8,14,16,21,18,12,13,16,20,21,8,10,6,8,9,8,4,3,7,6,5,4,9,8,3,6,6,2,2,1,6
S01010487,5,12,8,10,14,9,8,13,13,12,19,16,14,16,13,11,19,12,14,8,8,10,6,12,11,14,11,7,11,18,14,11,5,19,15,18,3,10,15,13,13,15,14,22,8,10,7,10,12,8,13,14,24,22,17,17,19,18,15,16,10,17,15,11,10,12,12,16,7,12,9,13,10,6,10,13,6,5,4,4,3,4,11,8,5,3,3,2,2,1,9
S01010488,6,11,12,12,18,15,13,15,12,13,15,17,5,16,9,8,7,6,11,7,16,11,20,1,10,15,24,17,15,12,14,7,17,9,11,14,9,9,10,11,3,20,15,18,6,5,6,13,10,10,9,7,7,5,5,16,5,9,5,13,9,8,8,5,6,3,3,7,5,8,4,6,5,1,4,2,0,1,1,1,2,0,0,0,1,0,0,0,0,1,0
S01010489,13,14,7,14,14,9,9,3,7,8,18,19,14,13,8,5,10,10,9,13,10,6,4,10,6,21,26,19,13,4,15,13,14,25,16,18,12,14,9,18,4,5,9,5,18,4,4,14,13,14,14,12,14,13,10,14,16,7,15,11,6,10,9,7,9,5,13,7,12,8,19,15,7,18,4,8,16,11,12,5,6,12,12,11,8,12,16,10,18,8,54
S01010490,10,15,19,14,17,15,14,17,13,19,18,14,20,4,7,4,7,13,7,8,9,4,8,16,17,11,15,8,12,12,21,16,17,12,5,7,10,7,5,10,4,10,7,4,7,7,15,4,4,14,13,14,7,9,2,7,10,6,6,3,5,8,6,1,2,2,2,1,3,1,1,1,1,2,4,4,3,3,1,2,4,1,2,1,0,1,1,1,0,0,5
S01010491,10,8,12,15,10,11,17,25,7,7,8,8,15,17,9,0,3,11,6,3,10,3,10,11,12,15,17,11,8,12,10,10,11,14,21,10,5,7,16,9,11,3,6,9,7,8,2,15,3,8,6,15,19,12,6,15,2,11,12,8,5,7,9,7,10,4,4,0,2,4,9,7,0,8,5,3,3,2,3,0,2,2,3,0,3,3,0,1,0,0,3
S01010492,9,13,9,11,8,10,13,9,11,8,16,10,10,8,11,9,10,15,6,3,5,0,10,7,11,5,15,10,8,14,5,6,12,2,6,9,2,8,9,7,6,6,6,4,6,3,2,5,4,9,7,9,4,8,13,8,3,8,4,5,3,4,5,5,5,7,4,6,6,1,5,2,6,5,9,5,5,2,6,2,1,6,1,0,1,1,1,1,0,1,1
S01010493,15,17,13,7,10,16,13,11,19,25,11,10,11,11,12,12,14,18,8,10,18,5,12,7,5,3,16,11,21,6,11,16,15,10,14,8,10,8,7,6,5,4,6,7,7,7,3,15,10,10,10,3,7,15,8,4,11,1,5,11,4,8,3,2,2,2,8,5,4,3,1,0,2,0,3,2,0,4,1,2,1,0,2,0,0,0,1,0,0,0,1
S01010494,10,12,8,8,14,5,6,8,7,9,11,13,8,8,9,2,6,9,3,9,5,6,8,13,9,15,13,9,13,15,12,10,3,6,8,8,10,4,7,5,3,2,6,8,8,15,9,10,18,11,6,7,11,7,10,8,7,6,7,10,7,4,4,6,6,1,3,4,2,6,9,6,7,5,5,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1
S01010495,15,14,13,10,10,15,17,24,8,13,16,7,8,4,10,3,13,10,8,16,13,8,9,13,16,8,13,6,21,18,16,15,12,8,7,13,8,24,17,6,6,8,9,12,7,11,9,11,7,15,13,3,6,13,4,16,11,17,17,10,9,8,8,6,4,6,5,7,4,5,8,8,0,3,3,1,3,5,2,4,1,0,2,1,0,2,0,0,0,2,2
S01010496,7,15,7,14,10,12,10,15,10,17,9,4,11,9,7,11,2,10,13,6,12,9,14,11,17,23,20,17,15,21,14,8,16,20,14,14,9,15,18,14,13,8,4,8,19,8,2,7,12,8,15,16,8,9,8,10,15,7,12,13,8,10,9,8,7,8,8,10,3,4,8,14,2,9,7,6,4,3,5,4,1,2,2,3,5,3,6,1,4,3,3
S01010497,7,10,6,10,3,7,3,5,9,9,17,10,11,6,20,12,18,8,12,7,13,4,8,4,5,16,15,12,5,10,10,11,7,14,6,7,9,13,11,5,8,12,6,12,5,10,14,7,11,17,6,3,12,10,11,7,12,6,12,7,10,5,9,8,3,6,6,6,5,5,4,1,2,3,2,0,4,1,3,0,1,1,0,2,0,0,0,0,0,0,0
S01010498,9,20,14,15,13,13,18,18,14,6,12,13,15,12,8,16,12,14,14,10,18,16,11,6,16,15,20,12,19,22,4,12,16,19,12,17,12,16,5,22,14,7,10,10,10,9,13,5,10,12,15,10,23,11,12,13,13,13,12,10,11,8,14,7,9,7,3,7,7,4,6,6,10,2,0,6,6,5,4,2,3,7,1,0,0,1,0,4,0,0,4
S01010499,7,9,14,17,12,12,18,13,10,8,15,2,7,4,7,8,8,6,15,8,10,15,11,9,6,15,22,20,22,16,5,8,16,13,22,8,9,8,4,12,10,10,7,5,1,10,7,9,6,7,13,8,11,5,0,8,16,5,5,7,13,7,6,5,6,6,5,5,5,6,4,12,2,8,6,9,4,5,3,4,5,5,4,10,5,3,4,10,2,7,19
S01010500,10,13,18,10,14,12,12,20,7,27,24,27,25,21,19,19,24,24,16,17,7,15,3,6,13,20,16,21,1,9,3,11,16,17,14,18,24,17,21,7,16,11,15,11,11,21,13,6,13,15,13,14,22,8,16,12,15,13,13,8,9,8,9,13,5,8,2,4,8,5,4,4,2,1,5,2,6,6,3,5,0,2,3,1,1,1,1,0,0,0,1
S01010501,17,17,17,19,13,19,24,19,16,6,21,20,11,15,15,8,9,24,6,12,9,10,9,9,14,19,18,22,11,5,23,25,22,14,19,18,26,21,21,17,12,18,6,17,17,21,13,19,14,19,13,18,16,22,14,19,11,16,15,8,16,14,17,12,19,7,11,7,6,9,12,3,4,3,7,5,12,3,2,2,6,4,4,1,2,2,0,2,2,1,0
S01010502,8,3,6,13,15,9,8,8,20,15,11,5,14,15,9,12,13,13,5,9,10,10,5,3,14,19,17,13,18,21,13,4,7,13,12,7,14,10,7,7,6,10,13,11,9,8,20,9,7,17,19,17,15,12,19,17,8,17,17,6,9,8,11,13,9,4,3,7,3,6,4,6,2,1,3,4,7,1,1,1,0,0,0,1,2,1,0,0,0,2,3
S01010503,7,8,8,6,6,6,9,5,6,8,9,4,7,4,8,8,7,9,5,4,7,6,9,9,9,5,18,10,10,7,16,16,8,16,12,17,10,8,6,6,8,4,10,8,9,7,9,14,13,10,12,6,12,9,8,8,13,8,8,6,5,5,2,10,3,12,12,6,4,4,2,8,5,5,3,1,4,2,8,3,1,5,5,2,2,0,2,2,1,1,3
S01010504,2,7,6,5,4,3,3,7,10,4,6,9,5,6,8,4,6,10,3,8,2,3,2,2,2,6,7,7,9,7,2,1,3,0,3,8,8,9,5,2,7,0,3,10,4,5,2,6,4,13,14,10,13,15,14,5,16,15,12,14,8,19,9,8,1,8,4,8,13,17,14,13,4,12,2,7,6,2,8,8,4,2,3,1,1,1,1,0,0,1,2
S01010505,7,1,4,7,3,1,5,2,6,5,6,5,9,7,8,0,4,4,3,4,1,4,3,3,3,3,6,4,3,1,7,6,1,5,3,3,2,11,5,3,0,5,3,6,6,7,6,9,7,7,9,10,17,9,14,15,9,10,7,9,7,11,3,9,17,7,7,10,8,5,7,3,7,6,5,7,7,4,9,3,9,4,6,4,1,4,0,2,0,1,2
S01010506,5,9,8,5,14,11,9,15,4,6,6,13,11,13,8,17,7,14,8,1,3,10,1,9,8,3,8,1,9,6,11,10,8,1,12,5,13,8,13,17,5,12,7,12,14,11,12,18,12,20,14,16,19,17,20,17,11,20,14,16,16,15,15,12,12,14,13,7,10,20,10,15,15,7,4,7,9,7,12,10,5,6,4,3,2,2,2,4,3,2,2
S01010507,10,6,6,7,4,5,1,5,7,11,4,2,8,14,8,10,7,10,5,9,10,5,11,5,13,12,7,8,12,7,7,5,4,8,7,2,2,12,8,10,3,12,12,5,16,6,7,11,14,12,5,7,20,19,10,9,19,10,8,9,8,8,13,8,4,5,18,11,8,12,9,2,5,7,4,6,11,7,1,4,4,5,6,7,4,2,4,2,0,2,7
S01010508,5,3,6,7,8,13,4,16,9,10,18,11,23,13,15,17,14,5,8,7,7,9,7,10,5,16,8,8,7,8,8,6,14,5,8,3,11,10,7,9,12,12,18,16,14,9,13,18,23,20,25,15,21,21,18,23,19,17,22,12,14,14,24,16,17,19,12,13,22,6,14,24,11,16,18,13,10,11,7,10,4,9,9,7,7,6,6,5,2,1,4
S01010509,9,4,6,8,8,15,7,9,5,14,9,16,15,14,16,11,15,10,19,6,7,20,5,12,8,7,7,5,8,7,7,10,10,13,14,9,13,10,12,5,15,12,8,8,10,17,16,13,23,19,32,26,22,21,10,22,15,16,13,26,19,13,11,21,9,7,6,10,17,20,15,13,16,10,11,7,5,7,6,3,3,1,7,6,1,5,5,1,2,2,3
S01010510,9,6,10,10,9,12,8,6,10,6,9,16,8,11,9,7,15,5,13,14,10,9,3,9,9,14,4,8,4,7,3,8,4,11,16,10,8,15,14,15,18,14,9,4,8,10,14,9,10,12,8,12,11,8,13,11,10,10,11,10,29,8,6,26,7,12,19,13,6,14,14,9,11,14,15,15,10,4,10,12,9,5,6,7,11,9,8,10,2,8,11
S01010511,8,7,8,16,9,14,17,10,16,19,18,17,13,8,11,18,13,4,20,11,10,16,18,11,5,9,5,13,5,5,10,7,14,10,6,8,13,19,2,7,7,4,13,13,10,18,9,14,11,13,10,12,4,12,12,14,7,13,14,15,14,11,13,10,9,13,7,7,11,3,12,10,8,5,9,4,10,5,2,9,3,6,2,6,2,1,3,3,2,1,2
S01010512,9,9,6,7,7,5,6,11,7,7,5,3,10,12,4,5,5,5,5,8,5,11,6,7,10,7,11,6,9,4,9,12,7,8,5,5,7,3,8,10,1,7,7,6,5,4,7,8,7,8,8,3,11,10,13,9,6,10,6,10,3,10,9,7,8,6,6,1,6,5,10,8,4,4,6,5,8,5,4,3,7,3,1,7,6,0,3,0,3,7,4
S01010513,2,11,3,9,4,13,6,9,8,8,8,8,14,4,11,4,11,11,5,11,12,10,12,7,3,7,3,9,6,10,5,12,4,2,14,5,3,12,10,9,11,9,7,10,16,11,13,13,18,12,8,23,8,22,13,9,9,7,10,11,9,10,9,6,8,9,12,11,9,9,17,6,15,7,15,3,13,9,8,4,4,8,8,3,2,0,0,3,2,1,4
S01010514,7,14,2,18,7,8,9,4,14,2,10,13,11,10,10,9,9,9,6,7,3,10,6,11,13,9,6,8,14,4,18,12,9,5,11,5,10,5,4,6,1,1,9,6,5,8,5,14,13,11,8,17,12,8,14,8,11,11,10,7,13,5,6,10,6,9,7,8,6,6,9,6,4,11,9,6,8,3,8,0,1,3,1,1,3,3,2,3,3,1,8
S01010515,8,4,11,9,17,7,9,4,9,12,10,10,9,15,8,5,9,8,6,3,9,7,6,9,4,15,9,9,16,14,7,6,9,15,7,19,11,6,2,7,11,4,15,3,8,14,3,6,4,19,10,15,12,4,14,17,13,13,2,15,18,11,12,10,11,5,8,15,8,9,7,8,5,4,7,9,9,4,6,7,7,3,6,7,5,3,4,3,1,1,3
S01010516,3,5,5,4,4,0,3,8,3,5,5,2,7,6,7,5,1,5,6,11,7,13,12,6,9,16,12,5,13,7,13,17,6,10,9,2,8,5,5,7,13,10,5,10,1,7,12,8,6,4,5,11,5,15,15,9,7,3,20,5,6,14,15,12,2,6,8,9,9,6,17,9,3,14,6,6,6,2,6,8,0,1,1,4,1,1,4,1,0,3,5
S01010517,11,7,6,7,12,3,15,16,7,7,12,16,5,8,6,6,9,9,6,6,8,14,12,18,20,18,9,20,9,7,8,12,8,16,9,6,13,11,13,7,7,10,8,12,8,9,13,12,17,11,14,17,17,7,10,13,11,14,3,12,14,3,8,18,8,6,11,9,8,10,8,15,7,8,7,4,5,4,5,3,3,3,4,1,3,3,5,2,0,1,2
S01010518,5,6,6,7,4,2,3,8,10,9,12,5,7,6,11,8,8,6,8,11,7,3,6,13,4,11,12,17,9,21,9,11,7,8,14,12,9,12,13,7,9,11,10,10,7,2,3,4,8,8,4,1,7,9,7,10,5,10,13,6,2,5,5,4,11,10,8,2,1,6,19,11,11,4,1,8,4,4,1,3,4,2,5,2,0,1,2,0,1,1,5
S01010519,8,9,12,6,11,12,9,11,15,19,9,15,19,6,19,6,8,21,9,16,20,3,13,8,9,5,10,5,2,11,17,14,11,12,7,10,6,5,11,18,9,5,9,5,12,9,10,11,8,7,13,10,12,18,14,9,4,12,7,6,7,8,10,9,5,10,5,8,5,4,4,6,5,8,7,6,3,4,3,8,5,2,1,3,1,3,1,1,1,1,1
S01010520,6,8,5,11,8,8,5,5,9,9,7,8,11,14,9,8,7,10,17,12,11,14,11,11,8,11,11,8,13,9,12,11,13,10,8,10,14,15,12,6,6,5,19,13,4,18,18,15,22,11,18,12,20,10,13,7,15,12,13,5,6,12,12,13,12,9,5,4,5,8,15,15,7,8,7,6,7,11,7,7,7,5,5,7,3,13,1,5,1,2,3
S01010521,12,9,5,8,6,11,12,13,4,13,11,6,12,8,13,10,9,10,7,5,6,11,11,7,11,15,13,16,17,17,19,10,15,12,9,8,9,10,1,5,14,13,4,5,9,10,12,15,18,13,12,9,11,19,11,13,6,12,8,10,10,11,9,4,2,9,14,7,6,6,9,7,13,6,9,4,2,5,6,9,3,1,7,3,2,1,1,6,2,0,0
S01010522,6,6,8,7,7,4,5,2,3,7,8,7,8,0,7,4,4,4,6,11,12,12,9,6,12,6,14,12,10,4,11,10,4,6,0,6,2,4,5,8,7,5,12,8,8,10,11,6,2,7,12,13,10,10,9,6,12,8,11,18,3,2,0,3,5,6,8,3,6,3,5,11,3,4,3,1,10,2,4,1,9,5,4,10,3,2,0,8,2,2,2
S01010523,14,11,15,5,11,8,5,9,15,11,11,8,8,7,8,13,10,3,6,8,6,16,9,14,2,10,5,8,6,8,7,5,6,13,9,8,10,5,11,14,5,5,4,9,4,8,7,6,4,12,8,7,6,5,4,10,11,3,6,5,9,12,7,5,7,0,1,5,4,4,5,6,4,2,8,3,4,2,2,1,3,0,2,2,0,2,2,2,0,0,1
S01010524,3,6,2,6,3,3,1,3,2,4,8,4,4,2,5,7,4,4,2,0,3,7,7,1,1,4,8,0,4,1,5,5,5,9,8,2,2,3,4,4,3,4,4,3,7,8,10,4,7,9,9,10,8,8,5,8,16,9,26,13,7,7,10,6,13,11,5,9,7,10,9,13,6,12,11,5,1,4,5,2,4,4,5,4,2,4,0,3,0,1,1
S01010525,1,6,3,6,4,2,3,7,1,12,5,5,8,4,13,11,6,7,5,3,8,2,3,7,8,7,8,6,12,5,1,5,3,13,4,4,5,5,7,2,0,3,7,7,9,8,16,9,5,7,11,15,13,14,9,9,11,19,12,10,13,15,22,5,13,8,4,9,6,8,9,15,6,4,10,13,4,7,4,9,8,4,6,7,1,2,1,5,1,0,7
S01010526,6,9,7,5,10,5,12,10,9,7,4,10,8,7,6,4,13,8,8,8,9,1,5,9,0,3,10,8,6,6,10,4,3,9,3,12,12,10,10,14,5,11,13,8,11,11,9,9,17,8,11,15,14,11,15,12,19,7,14,16,14,13,5,10,13,12,17,10,7,13,10,16,6,12,6,3,8,2,7,5,4,8,5,5,4,6,2,7,6,6,14
S01010527,5,6,9,7,3,8,7,6,11,11,11,10,3,5,8,11,3,8,2,7,5,2,12,4,6,0,10,4,5,2,8,9,9,5,15,6,13,9,4,14,13,8,9,6,0,6,13,19,13,10,13,10,11,10,14,16,14,20,15,7,15,11,11,14,14,14,15,8,16,10,9,9,14,12,7,5,8,7,10,9,1,6,5,4,4,6,5,4,1,2,7
S01010528,4,7,6,5,9,7,3,2,14,7,7,10,5,6,14,12,3,5,9,5,1,9,3,3,9,6,8,9,0,1,5,11,8,6,12,12,7,5,7,7,6,7,1,7,9,7,11,11,9,6,10,8,8,13,22,15,8,17,12,15,6,7,6,6,12,11,9,15,9,4,8,7,11,4,4,1,2,4,9,2,0,1,2,1,3,3,6,2,3,2,2
S01010529,4,6,7,6,7,7,10,9,14,3,5,7,14,9,4,8,5,4,6,6,7,3,6,7,3,6,5,1,2,7,7,4,8,9,0,9,9,15,5,11,10,13,9,10,6,12,9,12,11,12,13,7,9,8,16,20,12,18,18,11,6,10,6,8,7,9,8,12,18,12,12,12,7,10,8,3,8,3,10,5,6,5,4,9,2,3,4,2,0,3,3
S01010530,1,6,3,1,7,7,9,4,8,8,9,7,5,12,10,5,4,6,6,4,6,6,2,4,6,2,3,3,4,8,4,10,12,4,1,5,2,6,6,9,9,5,15,11,11,7,1,14,12,10,9,8,5,14,11,11,8,9,11,16,9,10,16,17,5,13,11,13,12,10,15,13,7,6,13,5,5,4,8,5,4,3,3,10,3,2,1,5,3,0,2
S01010531,7,13,6,19,10,8,11,8,9,16,12,13,16,10,11,14,8,12,12,11,5,14,8,11,9,11,10,14,9,10,11,4,10,13,13,11,7,5,13,9,8,17,10,10,14,19,12,22,11,14,18,14,18,25,8,20,15,12,13,19,22,15,14,14,25,20,26,21,18,22,23,12,16,10,20,10,17,8,15,4,7,6,4,5,2,6,7,6,7,5,10
S01010532,3,4,1,2,5,3,6,8,5,1,7,6,3,7,8,4,4,3,5,5,6,6,1,7,5,4,7,4,10,6,3,2,6,1,2,7,6,2,6,3,8,6,5,7,7,9,4,4,13,11,12,4,8,4,11,11,4,14,13,10,12,15,10,8,10,11,10,8,11,13,8,10,3,6,10,3,3,4,4,5,3,11,7,0,6,4,4,1,2,0,1
