intermediate zone,males___AGE0,males___AGE1,males___AGE2,males___AGE3,males___AGE4,males___AGE5,males___AGE6,males___AGE7,males___AGE8,males___AGE9,males___AGE10,males___AGE11,males___AGE12,males___AGE13,males___AGE14,males___AGE15,males___AGE16,males___AGE17,males___AGE18,males___AGE19,males___AGE20,males___AGE21,males___AGE22,males___AGE23,males___AGE24,males___AGE25,males___AGE26,males___AGE27,males___AGE28,males___AGE29,males___AGE30,males___AGE31,males___AGE32,males___AGE33,males___AGE34,males___AGE35,males___AGE36,males___AGE37,males___AGE38,males___AGE39,males___AGE40,males___AGE41,males___AGE42,males___AGE43,males___AGE44,males___AGE45,males___AGE46,males___AGE47,males___AGE48,males___AGE49,males___AGE50,males___AGE51,males___AGE52,males___AGE53,males___AGE54,males___AGE55,males___AGE56,males___AGE57,males___AGE58,males___AGE59,males___AGE60,males___AGE61,males___AGE62,males___AGE63,males___AGE64,males___AGE65,males___AGE66,males___AGE67,males___AGE68,males___AGE69,males___AGE70,males___AGE71,males___AGE72,males___AGE73,males___AGE74,males___AGE75,males___AGE76,males___AGE77,males___AGE78,males___AGE79,males___AGE80,males___AGE81,males___AGE82,males___AGE83,males___AGE84,males___AGE85,males___AGE86,males___AGE87,males___AGE88,males___AGE89,males___AGE90+,females___AGE0,females___AGE1,females___AGE2,females___AGE3,females___AGE4,females___AGE5,females___AGE6,females___AGE7,females___AGE8,females___AGE9,females___AGE10,females___AGE11,females___AGE12,females___AGE13,females___AGE14,females___AGE15,females___AGE16,females___AGE17,females___AGE18,females___AGE19,females___AGE20,females___AGE21,females___AGE22,females___AGE23,females___AGE24,females___AGE25,females___AGE26,females___AGE27,females___AGE28,females___AGE29,females___AGE30,females___AGE31,females___AGE32,females___AGE33,females___AGE34,females___AGE35,females___AGE36,females___AGE37,females___AGE38,females___AGE39,females___AGE40,females___AGE41,females___AGE42,females___AGE43,females___AGE44,females___AGE45,females___AGE46,females___AGE47,females___AGE48,females___AGE49,females___AGE50,females___AGE51,females___AGE52,females___AGE53,females___AGE54,females___AGE55,females___AGE56,females___AGE57,females___AGE58,females___AGE59,females___AGE60,females___AGE61,females___AGE62,females___AGE63,females___AGE64,females___AGE65,females___AGE66,females___AGE67,females___AGE68,females___AGE69,females___AGE70,females___AGE71,females___AGE72,females___AGE73,females___AGE74,females___AGE75,females___AGE76,females___AGE77,females___AGE78,females___AGE79,females___AGE80,females___AGE81,females___AGE82,females___AGE83,females___AGE84,females___AGE85,females___AGE86,females___AGE87,females___AGE88,females___AGE89,females___AGE90+
S02002327,14,14,25,22,13,15,13,19,20,5,7,10,11,21,8,13,14,10,11,18,16,18,19,13,19,12,14,12,13,19,21,20,20,12,10,20,14,13,23,26,16,29,14,15,15,8,19,16,16,19,18,26,12,15,19,26,27,27,15,32,13,14,24,23,26,14,22,24,16,14,27,16,17,4,14,11,8,4,9,3,5,4,6,2,6,2,2,3,2,1,5,14,11,21,16,18,13,16,12,18,15,14,12,10,12,8,16,8,13,20,11,7,15,20,19,13,18,18,19,17,16,18,16,14,14,16,7,20,23,14,10,9,11,18,4,24,11,13,26,10,19,27,18,17,27,19,20,19,13,20,16,22,12,12,21,21,14,9,17,13,12,10,14,5,18,10,15,6,8,2,3,4,6,3,2,7,3,0,3,7,4,14
S02002328,11,15,13,13,13,20,20,16,23,12,12,22,15,10,18,11,20,13,12,11,14,17,14,11,8,12,10,7,21,9,12,21,13,14,9,5,18,12,17,17,7,11,14,18,10,15,15,24,20,27,19,12,23,21,13,19,27,16,12,30,24,21,20,23,13,14,30,22,18,18,16,27,16,14,13,9,15,15,19,13,12,17,11,10,3,4,5,6,4,3,6,11,13,11,15,8,22,6,17,17,17,18,18,29,12,12,12,22,11,13,8,11,12,14,8,11,8,9,9,14,11,5,11,14,11,12,8,12,18,19,5,19,7,8,12,21,21,18,21,23,22,19,16,17,16,18,20,18,13,23,18,25,14,23,16,16,32,21,23,25,26,19,19,15,22,11,24,20,16,20,13,19,8,6,9,9,7,5,5,3,5,20
S02002329,10,17,19,25,25,19,19,28,24,18,26,26,26,22,25,33,29,23,39,38,21,24,30,25,34,16,19,25,18,34,26,20,12,19,22,22,15,19,14,24,11,13,20,18,23,42,24,47,29,42,51,53,47,37,48,52,59,43,46,39,33,55,54,44,45,34,47,45,50,55,47,50,31,32,33,40,27,24,20,22,28,23,12,12,12,11,8,14,10,3,7,24,15,26,16,12,25,25,20,32,22,21,22,13,14,29,26,25,27,22,24,28,28,17,16,28,33,22,21,25,23,20,17,22,20,27,37,19,32,21,19,24,24,15,27,23,26,36,39,40,43,41,41,44,47,66,53,56,45,64,57,49,47,41,36,46,46,53,43,43,42,36,41,33,38,36,29,25,24,45,30,32,16,16,18,18,11,13,19,15,7,45
S02002330,16,17,19,17,19,14,18,20,23,24,22,17,25,21,15,14,21,19,19,19,14,22,15,11,20,17,21,18,18,12,15,14,14,13,15,12,15,18,27,18,12,19,15,7,13,19,19,11,25,23,22,18,12,25,27,19,27,29,9,9,17,21,15,14,21,22,22,23,23,17,20,20,20,14,11,11,18,10,17,9,11,11,5,8,12,10,2,3,2,4,3,23,15,19,31,10,22,10,20,19,9,19,24,16,29,23,26,14,22,17,26,25,27,18,28,21,22,16,17,12,20,20,13,17,26,13,24,17,20,15,19,22,20,18,23,23,18,21,23,18,22,30,21,21,21,21,28,29,26,19,26,28,22,22,20,32,16,24,21,28,15,25,14,22,22,13,17,14,19,11,14,11,15,11,7,10,10,9,4,6,1,15
S02002331,11,13,13,17,18,12,20,9,17,17,16,16,16,16,11,11,14,23,20,28,16,21,13,20,17,13,15,10,18,14,14,15,24,19,10,7,9,11,9,8,20,4,15,10,24,15,20,15,16,20,28,28,35,30,23,20,19,27,33,29,33,26,27,20,16,25,19,29,18,20,23,32,21,18,26,35,13,20,19,12,18,9,9,11,10,10,8,4,1,1,12,17,11,18,6,10,9,20,12,14,10,13,8,13,8,12,15,4,12,14,10,17,17,16,13,15,9,6,26,12,14,13,17,13,12,9,3,11,20,8,7,19,15,14,22,8,17,24,29,33,27,23,21,34,27,24,28,36,28,27,28,24,38,28,27,25,23,23,31,26,26,33,30,19,28,21,33,26,19,21,16,30,19,14,13,18,8,13,20,9,7,16
S02002332,26,21,29,32,26,24,19,33,19,26,18,29,22,27,27,27,23,34,32,22,30,30,25,33,27,31,27,22,27,24,13,24,25,16,23,22,25,30,26,34,19,26,19,27,16,22,27,34,32,37,44,37,28,38,34,29,41,30,48,27,40,24,30,27,30,21,33,27,29,30,30,31,28,32,16,19,15,13,14,16,12,13,14,11,5,7,7,3,6,4,13,17,18,19,27,17,25,26,18,20,40,22,25,23,35,25,30,37,25,20,22,20,39,36,26,31,16,24,29,15,23,22,34,34,27,22,16,30,23,32,27,24,21,20,20,40,23,33,41,31,41,43,37,42,32,35,34,33,36,46,25,32,38,32,23,36,37,31,30,33,31,26,40,24,32,20,24,19,22,18,14,21,17,12,16,12,11,11,9,4,7,36
S02002333,15,18,20,21,27,19,21,37,18,38,23,29,30,24,24,25,33,13,13,25,15,18,10,19,20,12,22,19,13,14,8,20,16,21,19,16,21,25,29,27,30,17,32,17,32,46,37,28,40,24,26,36,36,45,28,29,42,39,38,34,24,27,47,33,27,49,33,29,23,45,36,32,26,25,25,19,24,15,15,10,13,11,10,8,3,8,7,9,2,5,7,17,14,22,29,15,21,30,40,23,34,26,24,21,30,29,21,30,23,23,19,23,17,13,17,19,21,10,23,13,16,27,28,25,22,27,25,31,37,32,40,18,39,27,19,33,34,37,40,38,33,31,41,39,49,28,43,41,48,37,44,32,35,42,31,39,29,37,44,22,38,34,38,30,21,26,19,19,17,9,13,17,5,18,7,14,12,11,2,3,1,15
S02002334,14,15,25,14,15,23,11,24,27,23,24,21,18,35,17,30,26,18,22,19,21,27,22,18,22,19,20,12,22,22,15,20,13,10,15,14,14,17,12,24,27,25,21,21,14,15,22,37,26,26,32,29,24,36,35,29,38,28,34,21,40,37,23,25,26,29,28,19,12,18,19,29,20,23,16,21,16,17,11,19,12,6,14,13,11,5,1,5,0,5,8,8,19,20,19,10,19,10,32,22,18,10,26,20,28,22,19,12,25,12,14,15,13,12,16,28,21,21,17,12,21,26,28,20,24,18,12,29,22,25,22,13,25,21,24,27,27,34,34,38,25,36,34,52,22,43,35,36,29,36,34,29,32,22,24,16,21,16,10,25,25,27,46,23,23,17,18,16,8,11,17,16,11,12,10,7,6,10,8,2,2,17
S02002335,13,19,24,24,22,22,27,25,29,34,33,27,29,25,31,37,21,37,32,29,26,37,25,20,23,26,7,18,16,12,15,14,17,12,12,6,13,19,17,18,24,20,20,24,17,32,30,39,27,39,42,49,46,40,40,38,46,42,47,53,46,47,30,52,51,48,41,66,43,54,73,68,58,56,57,58,28,39,37,34,29,23,29,31,26,23,15,18,17,8,28,11,11,14,17,21,15,20,20,12,16,28,34,34,31,37,24,30,36,14,26,23,18,31,16,21,18,16,14,14,9,13,25,19,12,12,14,22,18,22,20,27,24,39,26,33,40,32,51,35,30,56,38,37,45,52,53,38,51,41,50,61,48,55,61,52,64,54,68,61,57,72,78,65,61,50,43,52,47,44,42,39,32,47,31,26,32,21,19,22,19,66
S02002336,22,27,25,22,26,31,24,25,23,27,29,25,27,21,21,20,25,15,33,31,31,21,23,31,26,27,15,26,24,21,23,26,16,30,6,27,27,28,19,21,17,25,20,30,33,13,29,26,17,19,17,23,29,24,31,41,29,31,26,30,34,29,32,19,19,33,30,24,19,24,19,37,9,14,22,20,12,8,16,16,18,13,8,5,6,8,4,7,2,6,5,25,13,27,24,25,15,21,30,21,18,31,13,29,15,16,25,26,30,32,20,27,18,20,27,17,27,19,25,21,26,29,19,21,9,30,23,30,20,21,24,21,26,30,26,27,22,40,32,23,35,27,43,35,49,36,29,39,41,22,35,39,32,35,41,25,36,30,27,39,21,25,28,23,24,22,15,23,9,19,12,22,23,17,16,11,6,12,5,5,5,23
S02002337,17,19,14,14,17,20,23,24,23,29,17,30,24,25,27,28,29,40,32,25,32,41,23,42,32,18,27,23,30,15,29,22,20,21,24,16,11,15,33,19,21,25,25,27,28,26,32,36,27,39,37,33,42,41,45,37,38,40,43,46,32,29,43,41,42,30,37,45,44,32,39,36,35,30,40,25,26,20,28,25,15,23,19,18,18,5,11,9,7,12,37,24,18,19,29,33,19,25,22,27,20,30,35,30,36,31,25,30,22,28,18,31,27,31,21,28,14,17,35,28,24,17,35,17,26,29,24,36,37,31,28,29,18,35,28,17,38,40,25,39,44,35,45,50,43,38,32,45,47,50,47,45,52,44,46,43,48,39,44,30,51,49,47,49,57,37,32,23,29,35,30,23,32,29,27,15,27,17,18,19,11,44
S02002338,20,15,22,25,16,20,20,24,18,14,29,29,22,35,31,37,31,29,37,33,31,35,20,22,28,22,21,26,22,26,21,29,27,32,23,11,28,31,28,32,10,16,24,19,22,16,35,25,35,33,25,37,36,30,50,38,31,32,36,46,36,30,38,28,34,31,35,35,49,22,32,36,30,17,29,26,28,20,18,17,17,21,15,15,7,11,7,6,7,6,20,24,22,20,30,24,27,23,13,24,22,23,30,24,28,26,30,27,16,20,22,24,21,24,17,40,24,24,22,20,27,15,36,29,24,30,32,24,34,32,19,27,16,25,28,26,32,37,45,29,36,47,44,45,41,26,46,39,40,28,38,46,36,33,43,42,38,37,45,41,46,35,46,39,29,36,20,31,31,16,22,26,15,23,16,12,17,10,9,6,11,11
S02002339,12,14,11,10,22,20,16,18,12,19,21,14,22,26,20,21,18,20,32,22,33,31,27,38,31,36,33,25,30,34,25,17,47,21,29,21,24,18,25,26,8,28,23,32,32,49,26,26,34,30,30,34,23,38,40,38,31,45,21,32,48,23,39,32,40,27,22,39,30,38,46,46,40,32,35,27,38,29,22,28,29,25,21,30,22,14,17,12,15,9,60,20,11,15,16,17,16,20,13,7,27,22,25,20,23,18,26,19,25,19,29,15,35,50,37,35,27,29,37,28,46,34,22,17,7,27,24,21,30,27,21,24,23,21,33,27,35,46,22,36,39,41,44,38,40,31,37,40,40,27,44,44,55,44,41,46,43,43,42,56,32,38,62,37,30,45,44,36,29,46,30,30,42,39,33,43,33,14,23,29,31,144
S02002340,25,23,24,22,35,32,23,21,19,13,19,19,12,10,14,10,14,20,17,13,24,28,33,27,26,49,48,33,44,29,56,51,29,35,22,20,24,46,33,29,25,21,35,30,25,52,29,26,50,28,26,28,37,33,39,27,32,49,23,37,30,31,39,29,49,25,27,22,21,24,27,31,19,25,14,16,19,7,21,10,8,13,11,8,6,5,7,5,2,0,12,24,22,24,15,31,15,13,25,22,17,27,14,11,11,13,7,15,21,33,36,35,31,40,38,47,40,54,47,49,35,33,37,43,33,17,14,26,31,23,22,17,17,22,26,23,31,23,31,39,37,30,23,38,30,40,47,25,24,33,26,26,33,24,29,15,18,26,28,32,25,18,28,16,18,21,11,16,17,14,20,13,11,11,15,8,18,17,4,5,4,17
S02002341,14,11,11,26,10,13,16,13,20,8,8,14,10,12,7,14,5,11,15,9,25,18,13,25,28,22,21,13,20,20,24,24,14,12,17,10,12,9,11,13,3,14,6,6,22,16,13,11,16,14,15,15,13,22,25,18,23,19,23,8,19,23,21,15,13,20,17,20,19,17,19,12,14,12,12,15,6,10,8,4,12,5,9,6,6,7,9,4,1,2,6,5,16,9,17,7,9,8,14,8,18,15,8,9,9,6,11,13,10,26,17,24,39,11,17,10,16,36,15,22,21,26,19,11,15,19,13,12,12,18,8,8,12,9,11,14,6,19,11,15,16,24,19,18,30,23,17,18,20,26,19,19,20,18,14,25,22,10,13,13,31,15,17,17,8,16,21,11,12,11,11,8,5,6,5,5,11,5,7,5,2,19
S02002342,21,20,27,20,25,22,28,30,25,16,13,20,8,24,24,17,16,27,14,11,22,6,19,17,22,22,16,20,17,15,17,15,7,23,16,16,8,21,17,29,9,14,14,9,13,16,6,11,17,15,18,14,13,24,19,17,22,18,17,26,19,12,13,17,24,18,18,9,14,14,16,11,7,15,8,6,7,8,11,15,4,5,11,4,6,6,3,8,3,1,14,20,22,16,23,16,16,23,18,12,20,24,22,22,21,23,27,13,19,22,14,32,17,13,15,23,16,15,8,20,17,18,16,18,27,20,20,21,25,11,16,14,21,21,18,20,21,13,18,27,13,18,25,20,22,23,32,21,19,26,22,14,23,22,21,20,22,21,12,11,14,11,15,13,7,9,5,16,9,14,13,10,9,8,11,9,9,6,7,6,4,22
S02002343,32,23,34,21,27,25,20,38,27,16,28,23,22,32,22,23,19,29,30,35,38,21,27,29,31,35,23,27,30,29,29,30,21,19,40,24,23,20,25,11,18,19,21,26,39,16,13,30,18,22,26,14,16,36,34,35,19,28,24,32,25,21,26,24,28,23,30,16,19,16,22,20,16,7,18,15,9,6,10,12,11,7,3,11,8,2,5,4,4,5,6,26,38,33,29,21,25,26,27,24,36,33,25,26,25,26,22,23,20,37,24,23,27,30,26,31,34,36,30,21,25,33,33,25,41,29,23,20,17,28,33,17,27,26,25,35,27,35,25,31,40,46,28,24,32,33,20,33,18,32,23,38,30,27,21,21,16,18,20,23,18,16,21,12,13,8,16,12,18,17,13,11,7,7,9,8,11,6,6,3,2,17
S02002344,15,22,28,19,19,15,17,17,24,20,28,24,20,14,13,19,8,26,25,17,15,12,12,20,14,19,20,40,30,24,26,29,25,23,34,17,30,20,30,17,19,20,22,22,33,33,30,38,19,33,40,47,36,30,34,29,31,28,27,26,31,39,15,28,30,36,18,25,27,33,33,25,29,12,22,24,15,11,16,12,10,13,5,14,4,8,7,6,2,5,4,12,14,15,23,11,19,21,18,24,27,17,21,21,21,19,18,17,14,17,16,19,21,18,16,32,18,20,18,11,27,38,31,32,36,24,26,32,6,29,15,37,24,24,25,18,40,39,36,28,37,31,41,30,44,47,48,35,42,43,20,35,32,29,36,31,30,30,33,21,34,33,34,30,25,21,29,24,21,22,19,19,12,20,17,14,10,13,6,6,9,16
S02002345,27,21,19,18,21,26,15,40,13,40,22,35,21,37,25,27,33,17,32,27,16,12,30,31,21,19,15,17,28,24,21,21,23,16,32,13,29,29,17,26,17,23,20,34,25,27,39,29,37,31,34,38,34,39,35,33,34,38,29,37,30,38,30,27,18,24,17,18,22,20,25,27,32,18,26,15,18,9,18,8,20,12,9,12,9,5,5,10,5,3,16,20,18,24,21,27,22,21,25,28,30,18,22,28,23,25,19,29,22,26,25,28,26,23,28,32,22,30,21,25,13,20,27,35,22,20,31,31,41,31,20,34,22,23,35,33,34,39,42,43,34,41,33,33,41,35,44,35,38,39,38,40,33,29,15,22,33,29,20,18,17,26,42,20,22,23,21,22,20,14,18,18,18,18,7,13,12,5,10,8,6,44
S02002346,10,24,14,16,19,22,16,16,20,17,19,11,16,20,20,7,20,20,16,20,13,23,13,18,28,15,16,23,9,21,8,10,15,12,17,20,13,32,15,37,18,18,17,29,27,29,23,25,32,32,29,31,25,33,32,30,31,49,26,35,42,34,29,26,28,38,38,35,31,22,29,35,21,18,29,18,16,17,23,23,15,14,15,21,8,14,12,9,4,4,13,11,11,16,15,16,13,10,17,23,23,14,19,20,23,16,15,19,11,16,12,13,14,11,19,20,6,8,12,24,10,17,15,9,15,19,16,19,19,21,28,29,30,23,27,19,26,24,33,27,22,43,31,36,38,39,33,33,37,36,38,33,42,34,39,36,28,30,32,34,32,33,41,30,32,32,14,28,25,31,13,28,15,16,24,19,24,15,10,11,6,40
S02002347,18,18,19,24,19,19,21,32,30,24,35,23,26,19,21,14,28,23,29,27,40,28,23,24,20,19,24,23,13,12,19,25,22,27,24,17,36,21,38,21,20,32,20,18,39,34,41,27,31,31,37,46,33,36,41,34,47,48,50,50,30,48,48,42,40,42,46,39,47,36,33,47,34,27,28,39,18,18,20,24,23,22,11,10,13,11,13,12,7,7,12,15,17,18,20,19,20,33,29,18,23,28,20,27,33,18,21,22,30,21,23,22,16,18,25,13,17,13,25,16,24,15,28,31,19,18,23,24,28,18,17,22,26,30,34,26,30,42,31,52,52,36,40,49,50,58,42,47,58,52,58,49,43,41,50,56,44,53,58,36,44,52,54,39,34,42,29,30,27,40,27,30,36,25,35,25,11,22,20,14,11,12
S02002348,20,17,14,14,24,24,23,23,23,12,12,20,26,11,17,17,17,21,15,21,13,19,20,10,14,17,7,12,9,17,18,19,12,6,21,22,27,27,28,17,17,11,18,16,20,11,16,19,29,19,31,14,31,34,29,23,20,29,19,19,21,16,11,23,29,17,25,20,27,19,16,22,7,16,8,16,12,10,5,7,9,13,10,7,6,4,5,7,4,3,13,11,20,15,15,22,16,26,10,23,28,21,22,17,22,11,18,13,8,3,8,5,20,20,7,13,16,17,24,13,12,14,19,18,12,23,15,34,23,27,25,13,17,19,32,14,17,23,32,23,12,22,28,24,28,31,47,24,26,13,14,33,10,12,20,22,19,24,21,22,24,21,17,21,23,19,16,17,13,12,12,14,12,14,4,10,8,8,13,6,6,46
S02002349,34,34,28,41,34,52,32,41,51,30,31,30,28,29,27,28,35,32,32,27,41,34,32,36,38,31,40,37,20,33,26,40,25,44,19,48,43,29,20,32,18,29,29,39,18,28,42,52,51,27,52,40,47,42,44,48,45,39,46,43,30,43,34,35,32,25,24,20,30,36,40,47,27,36,27,39,20,35,13,20,17,19,14,19,10,16,10,9,3,0,13,31,48,42,39,26,32,38,28,27,33,42,32,27,35,38,25,26,26,20,26,25,30,39,41,32,47,47,26,50,28,42,37,41,43,32,33,35,40,37,41,31,27,24,45,29,29,32,37,39,46,41,49,49,48,41,61,48,50,32,54,40,38,27,32,29,46,33,19,26,41,44,27,41,29,36,38,32,17,16,20,25,21,24,16,17,18,14,6,8,9,28
S02002350,23,27,48,34,39,31,22,36,49,31,49,31,25,34,37,31,31,29,43,22,31,28,34,17,25,21,21,17,27,21,24,19,22,35,21,27,29,20,31,19,41,34,25,27,26,40,48,38,29,47,43,54,48,51,58,54,48,31,37,43,45,36,35,45,41,47,30,36,37,54,35,47,35,31,25,20,28,25,15,17,15,19,28,10,8,7,11,4,7,3,19,28,26,31,28,28,26,40,32,49,21,37,26,34,32,34,31,26,44,24,25,38,37,28,19,23,24,25,28,15,38,25,30,31,43,41,30,38,38,42,34,34,28,48,37,45,44,54,54,62,53,56,46,48,53,47,61,46,41,41,46,50,42,43,36,47,49,50,38,47,40,41,53,27,36,34,36,40,29,20,31,25,29,18,15,18,19,18,16,11,10,51
S02002351,23,16,24,25,27,31,35,27,33,34,30,26,26,23,30,23,30,26,22,28,24,32,26,30,33,20,26,23,21,31,24,24,19,13,20,17,15,22,22,46,23,18,29,29,38,32,32,27,38,25,42,28,27,30,41,31,45,40,41,40,47,36,43,38,43,33,29,45,45,50,38,37,28,31,28,32,22,25,17,16,18,21,14,15,8,10,1,6,5,3,8,26,23,29,28,30,23,32,37,26,36,33,24,35,30,26,24,28,27,22,38,34,30,28,22,30,30,15,22,22,23,36,21,21,33,28,31,38,29,46,36,29,29,30,29,41,38,39,36,44,28,46,39,38,39,44,37,41,55,39,42,33,46,50,37,67,43,41,54,37,44,47,47,43,33,21,31,28,32,16,14,9,21,10,11,11,12,5,4,11,6,12
S02002352,15,15,13,27,10,20,19,13,21,28,15,17,16,21,19,17,17,19,18,21,23,28,26,22,17,22,20,17,24,25,13,19,19,25,14,19,27,16,11,21,14,21,21,18,21,22,26,32,27,18,32,27,21,28,25,29,26,35,25,27,31,27,22,25,24,37,29,19,22,36,23,34,19,20,26,22,23,26,11,11,15,10,15,12,6,14,11,6,10,8,13,12,16,15,23,22,19,16,21,21,14,17,23,13,21,12,20,15,11,22,16,20,17,23,25,18,16,24,13,19,14,21,18,11,21,24,22,22,16,22,20,18,22,31,25,22,26,20,19,34,32,23,30,25,29,29,31,38,38,29,26,36,34,23,41,28,37,35,28,32,27,27,49,31,29,39,39,33,21,22,18,22,14,17,10,10,13,8,19,13,11,29
S02002353,18,15,16,22,12,22,18,24,24,30,24,33,29,15,35,25,23,27,20,21,21,12,21,19,21,15,34,15,26,16,15,26,14,7,19,23,23,20,26,10,24,28,30,28,29,26,28,48,31,44,30,37,45,53,52,38,43,39,25,43,37,42,41,37,38,43,38,28,55,74,43,55,37,40,47,44,33,25,32,26,26,26,15,20,16,15,19,18,8,5,31,16,13,15,17,15,28,27,27,21,22,20,21,29,24,26,13,15,25,23,25,14,27,19,28,16,22,16,15,13,26,21,16,11,16,12,18,31,33,18,17,36,25,36,31,21,29,27,40,31,40,37,37,38,47,45,59,40,56,61,55,62,45,50,57,36,30,45,37,51,51,57,60,50,43,55,49,33,37,31,31,40,44,26,32,10,19,19,14,22,11,83
S02002354,7,13,8,3,15,11,14,12,12,18,11,12,10,18,14,12,13,15,16,16,8,11,17,13,6,9,3,14,12,4,5,12,3,9,10,9,7,15,14,11,20,7,19,20,13,10,18,20,20,24,33,31,24,34,25,26,29,28,21,26,33,17,22,27,32,16,19,19,17,20,16,23,22,8,13,11,3,10,4,12,8,5,3,4,4,6,1,0,4,2,6,6,8,6,10,10,7,10,15,11,5,15,13,5,9,7,12,17,4,5,6,0,7,9,9,10,17,4,7,9,3,4,13,9,10,12,15,13,11,14,8,15,17,15,17,13,16,21,16,24,24,27,10,30,20,39,20,35,17,22,27,27,19,31,12,18,25,18,18,21,21,17,23,12,13,15,7,6,12,12,6,6,6,2,5,1,0,6,0,4,5,5
S02002355,21,31,26,29,31,19,22,47,34,22,31,30,30,36,37,29,33,42,25,43,26,28,27,28,25,27,20,20,11,16,29,18,28,22,21,30,38,32,40,27,32,25,36,39,24,38,37,43,40,44,54,47,57,52,44,48,38,52,45,43,40,49,65,41,42,38,35,37,39,38,32,49,44,37,16,36,29,20,21,18,19,22,13,15,12,10,10,13,4,9,23,18,18,19,20,23,20,16,29,42,22,30,43,25,35,28,35,34,43,24,24,23,19,30,25,25,16,19,19,24,20,15,36,24,28,31,35,26,35,40,32,35,34,35,46,46,47,40,43,76,56,39,56,36,55,56,51,53,41,60,64,40,49,52,41,33,34,39,40,44,44,36,58,29,28,36,37,38,31,41,20,23,23,16,21,23,26,9,17,12,13,32
S02002356,32,21,26,29,24,21,28,35,30,25,27,24,39,21,13,26,33,25,24,27,29,24,27,24,22,37,26,20,16,19,22,23,18,33,17,29,35,35,34,36,17,31,24,46,45,34,50,50,33,42,48,51,54,53,52,52,48,48,54,44,49,35,31,27,25,31,33,27,20,24,23,23,13,25,15,18,16,9,10,10,14,8,8,7,8,6,2,5,2,7,4,20,24,18,22,23,25,20,15,27,31,29,21,22,34,30,28,24,27,28,30,21,33,28,18,20,17,33,28,19,22,33,15,30,25,19,23,28,27,25,25,24,31,17,23,35,30,42,36,43,33,34,40,43,49,43,44,32,33,38,46,22,12,31,32,41,32,24,27,25,31,19,18,15,23,24,18,17,9,15,9,15,13,19,12,8,11,10,12,4,3,7
S02002357,14,19,27,8,16,14,19,15,16,16,21,17,15,25,21,19,18,24,25,23,10,16,20,16,19,24,26,21,16,24,11,20,7,24,18,9,19,14,11,17,27,27,28,14,17,23,30,17,35,28,27,22,24,26,41,36,26,27,41,26,30,28,20,28,25,16,27,20,25,23,30,28,20,14,15,18,22,11,12,11,12,16,9,8,9,7,6,4,8,0,9,18,13,22,18,23,15,14,22,21,11,17,17,18,28,23,15,10,13,16,20,21,19,33,22,16,20,24,18,22,13,21,14,12,24,16,18,15,14,30,25,15,18,17,23,21,34,33,25,26,33,36,42,38,29,45,23,31,32,21,29,32,39,16,21,17,15,22,18,34,29,29,23,12,17,22,18,20,17,15,11,12,15,12,11,4,12,6,9,4,3,22
S02002358,15,21,21,21,30,27,19,25,33,26,22,29,21,19,18,20,16,20,28,29,19,16,22,18,25,6,16,19,22,14,23,10,21,23,17,20,17,21,13,22,20,26,24,26,32,36,23,26,25,32,27,35,29,19,39,38,28,41,38,32,37,21,24,20,17,24,29,22,17,25,16,17,15,15,19,16,15,10,7,10,12,9,3,6,2,3,4,2,4,2,1,14,13,11,17,15,23,28,24,21,26,21,35,15,18,12,14,22,19,23,22,18,27,29,16,14,16,14,14,23,18,21,18,21,24,22,24,28,20,29,19,31,20,26,24,24,18,33,21,30,29,30,42,31,31,37,39,36,25,16,26,24,28,28,26,23,21,28,22,26,20,24,21,23,16,13,19,10,17,11,8,3,6,14,5,7,6,11,11,2,5,8
S02002359,16,6,13,10,10,13,19,20,16,14,9,10,20,11,4,14,13,14,14,17,20,24,22,12,18,13,10,9,16,21,13,9,14,30,17,27,23,13,12,29,17,9,18,22,20,10,16,16,16,22,17,37,15,27,21,23,27,22,16,19,22,24,22,26,28,28,17,25,18,23,24,30,10,12,15,7,11,4,11,11,8,2,8,4,3,3,0,4,1,1,11,10,15,12,15,18,15,13,13,12,14,14,7,15,10,15,14,12,15,14,18,8,7,12,17,6,10,14,10,19,11,18,19,23,18,21,12,15,12,17,18,12,16,16,17,22,17,16,22,22,20,17,21,28,23,33,14,18,22,27,31,23,22,24,33,31,24,24,26,18,25,25,21,20,10,11,5,13,11,16,9,9,12,6,4,6,9,9,4,2,7,10
S02002360,14,8,19,19,5,20,15,14,7,11,13,8,11,14,10,11,14,12,15,9,9,11,12,14,12,19,18,22,7,20,15,12,16,6,19,16,13,17,25,7,12,14,18,17,14,14,16,17,15,13,21,8,23,11,18,13,18,17,15,21,14,16,19,20,11,17,11,13,20,16,13,18,22,14,19,9,9,4,9,4,6,9,7,7,9,5,1,6,5,3,10,10,11,19,13,16,11,12,17,3,7,11,5,10,13,8,4,8,9,13,14,16,12,12,16,22,25,14,11,24,15,13,29,12,13,14,13,18,18,7,10,10,13,8,14,16,25,12,14,10,12,19,13,11,14,14,15,17,19,21,30,23,17,25,10,12,25,20,16,22,31,21,15,23,20,14,17,4,10,12,7,7,15,9,5,8,10,6,4,5,6,8
