intermediate zone,males___AGE0,males___AGE1,males___AGE2,males___AGE3,males___AGE4,males___AGE5,males___AGE6,males___AGE7,males___AGE8,males___AGE9,males___AGE10,males___AGE11,males___AGE12,males___AGE13,males___AGE14,males___AGE15,males___AGE16,males___AGE17,males___AGE18,males___AGE19,males___AGE20,males___AGE21,males___AGE22,males___AGE23,males___AGE24,males___AGE25,males___AGE26,males___AGE27,males___AGE28,males___AGE29,males___AGE30,males___AGE31,males___AGE32,males___AGE33,males___AGE34,males___AGE35,males___AGE36,males___AGE37,males___AGE38,males___AGE39,males___AGE40,males___AGE41,males___AGE42,males___AGE43,males___AGE44,males___AGE45,males___AGE46,males___AGE47,males___AGE48,males___AGE49,males___AGE50,males___AGE51,males___AGE52,males___AGE53,males___AGE54,males___AGE55,males___AGE56,males___AGE57,males___AGE58,males___AGE59,males___AGE60,males___AGE61,males___AGE62,males___AGE63,males___AGE64,males___AGE65,males___AGE66,males___AGE67,males___AGE68,males___AGE69,males___AGE70,males___AGE71,males___AGE72,males___AGE73,males___AGE74,males___AGE75,males___AGE76,males___AGE77,males___AGE78,males___AGE79,males___AGE80,males___AGE81,males___AGE82,males___AGE83,males___AGE84,males___AGE85,males___AGE86,males___AGE87,males___AGE88,males___AGE89,males___AGE90+,females___AGE0,females___AGE1,females___AGE2,females___AGE3,females___AGE4,females___AGE5,females___AGE6,females___AGE7,females___AGE8,females___AGE9,females___AGE10,females___AGE11,females___AGE12,females___AGE13,females___AGE14,females___AGE15,females___AGE16,females___AGE17,females___AGE18,females___AGE19,females___AGE20,females___AGE21,females___AGE22,females___AGE23,females___AGE24,females___AGE25,females___AGE26,females___AGE27,females___AGE28,females___AGE29,females___AGE30,females___AGE31,females___AGE32,females___AGE33,females___AGE34,females___AGE35,females___AGE36,females___AGE37,females___AGE38,females___AGE39,females___AGE40,females___AGE41,females___AGE42,females___AGE43,females___AGE44,females___AGE45,females___AGE46,females___AGE47,females___AGE48,females___AGE49,females___AGE50,females___AGE51,females___AGE52,females___AGE53,females___AGE54,females___AGE55,females___AGE56,females___AGE57,females___AGE58,females___AGE59,females___AGE60,females___AGE61,females___AGE62,females___AGE63,females___AGE64,females___AGE65,females___AGE66,females___AGE67,females___AGE68,females___AGE69,females___AGE70,females___AGE71,females___AGE72,females___AGE73,females___AGE74,females___AGE75,females___AGE76,females___AGE77,females___AGE78,females___AGE79,females___AGE80,females___AGE81,females___AGE82,females___AGE83,females___AGE84,females___AGE85,females___AGE86,females___AGE87,females___AGE88,females___AGE89,females___AGE90+
S02002361,29,22,26,35,21,28,22,23,33,24,24,21,23,25,27,21,28,17,22,32,18,28,29,23,15,27,10,20,12,29,24,17,29,15,19,18,25,28,30,19,31,23,20,29,20,41,33,40,31,32,28,28,19,30,25,29,33,28,30,29,18,27,26,18,22,27,20,26,15,27,18,21,9,12,16,11,17,11,4,10,7,9,8,5,2,6,1,2,2,1,6,18,24,12,16,31,24,21,29,34,23,29,24,17,25,25,28,22,32,20,19,29,18,15,26,24,25,26,30,20,35,21,19,27,20,24,29,32,39,39,28,37,31,25,19,29,33,32,36,25,44,30,25,39,38,34,35,32,20,30,22,35,21,27,34,30,18,34,21,17,22,25,17,12,14,12,8,22,12,11,7,5,15,8,11,6,6,5,5,6,2,13
S02002362,21,17,16,23,21,12,16,9,13,18,17,16,15,5,21,18,15,16,20,15,20,22,19,19,23,20,27,26,16,27,23,20,18,16,15,25,17,24,23,14,11,15,10,24,17,8,12,17,18,29,29,24,12,13,19,26,26,24,23,19,23,22,23,31,23,22,26,24,17,24,20,30,14,19,12,24,19,11,13,10,11,13,12,0,5,3,5,4,1,2,4,23,23,22,28,15,13,13,21,15,19,14,12,17,20,16,14,19,17,18,24,23,21,30,25,23,22,29,25,12,21,17,20,30,19,23,29,17,21,20,19,18,14,24,18,23,21,29,27,22,24,25,28,23,21,28,27,28,28,26,28,25,25,24,23,26,31,27,21,27,25,24,32,24,18,20,11,17,24,14,18,9,4,15,3,7,11,4,0,5,3,18
S02002363,5,15,14,19,18,10,8,12,11,6,18,15,14,15,15,12,17,11,10,20,15,16,11,14,22,10,16,13,13,11,15,10,7,11,10,6,14,24,7,12,13,13,16,19,21,17,24,18,13,13,12,18,16,27,12,19,20,25,16,19,21,19,21,26,18,24,21,19,11,16,23,23,12,12,18,8,14,7,11,11,12,3,3,7,4,5,5,6,2,2,9,10,9,11,14,14,13,20,7,12,14,16,14,14,9,17,7,10,18,10,11,15,10,4,12,13,9,18,12,17,7,15,10,17,15,22,11,19,13,12,11,18,17,15,23,17,12,24,19,20,17,26,21,20,23,20,22,19,13,26,21,26,34,21,25,25,19,18,21,16,27,16,14,20,13,13,15,8,10,10,12,6,14,2,6,9,7,5,5,5,6,18
S02002364,9,9,7,7,9,12,12,16,20,10,13,13,9,11,6,13,9,12,17,15,18,18,17,11,12,20,10,9,16,13,7,6,13,16,14,7,25,14,12,8,15,17,10,17,11,14,16,23,18,19,20,19,21,22,17,10,22,15,19,20,18,25,17,25,21,18,25,16,17,15,20,20,15,17,18,22,6,8,12,16,15,11,3,8,9,6,7,7,4,1,11,11,11,9,15,9,13,12,16,9,8,8,14,9,11,8,14,8,12,15,15,9,11,15,14,22,16,6,6,4,10,6,7,18,7,13,16,7,12,22,13,15,10,11,13,16,15,13,13,14,15,16,6,29,17,28,27,20,16,18,36,24,19,24,19,19,30,21,29,22,17,28,17,15,15,24,18,12,15,19,16,12,14,14,14,20,9,7,7,9,4,36
S02002365,10,14,10,7,6,11,10,13,13,5,12,8,8,8,13,9,13,13,17,11,13,5,9,8,14,19,10,16,17,19,14,17,15,8,13,8,13,15,18,16,11,8,15,8,14,15,10,11,12,15,14,15,16,15,14,12,17,19,16,15,17,19,22,7,14,17,11,10,14,17,12,8,9,7,11,7,3,7,9,6,13,6,5,1,4,4,4,3,2,0,2,13,9,10,12,14,13,12,10,18,11,10,12,10,13,12,9,8,10,11,9,10,11,9,13,14,10,9,10,11,10,14,15,17,13,5,18,16,18,7,12,21,10,12,23,12,9,16,21,15,11,15,16,18,15,27,22,15,21,18,14,20,15,19,20,18,11,12,22,24,17,21,12,9,8,9,14,8,15,14,11,10,12,9,9,6,7,4,3,3,9,11
S02002366,15,13,24,21,17,28,23,22,26,20,22,20,25,10,21,26,15,28,24,17,14,13,30,19,29,16,23,22,24,21,20,15,10,21,24,13,17,13,16,17,24,14,33,27,30,33,40,42,29,31,32,30,32,32,31,23,30,34,24,22,29,24,35,23,25,28,23,27,17,27,15,23,17,17,21,9,15,13,13,10,11,11,4,8,8,4,6,9,10,9,9,16,19,14,11,21,24,17,33,11,26,21,30,16,19,21,28,14,23,22,16,23,16,25,11,27,14,19,22,14,23,10,11,16,25,19,24,24,17,13,23,26,27,32,37,29,21,30,31,36,34,48,42,25,31,26,33,35,30,29,19,19,22,35,31,33,27,22,25,28,10,22,24,22,28,12,17,29,20,17,13,19,16,14,15,20,19,9,18,9,8,37
S02002367,17,24,15,20,21,15,20,28,25,28,23,27,35,15,22,25,19,27,28,20,22,27,23,19,17,18,23,13,13,15,16,13,14,22,22,13,15,15,18,16,15,26,15,33,20,22,19,33,35,43,36,33,43,37,27,34,37,39,22,32,29,28,43,21,30,26,20,25,26,30,32,40,17,23,29,14,16,14,15,9,11,10,6,6,7,7,6,2,2,3,9,18,16,16,13,14,18,15,25,11,20,28,28,35,22,19,27,23,22,22,17,12,21,20,15,18,14,16,25,13,9,17,14,13,23,20,21,20,19,29,26,14,25,30,31,26,23,32,34,36,36,48,36,34,27,44,36,33,30,33,34,39,21,37,28,29,30,32,27,23,32,30,36,27,15,21,25,18,23,14,15,8,6,19,5,7,5,4,9,6,4,12
S02002368,15,31,25,22,21,20,22,13,13,29,22,26,22,16,27,17,22,24,25,29,30,28,20,18,22,37,13,25,13,13,15,26,24,19,17,14,24,12,22,31,18,24,20,15,13,22,22,22,31,20,34,33,19,34,16,35,32,37,30,29,23,32,26,21,39,16,27,26,29,24,30,26,25,22,26,16,21,15,14,12,19,20,16,15,12,9,7,10,2,11,28,18,12,21,23,24,32,17,24,17,28,19,11,20,25,25,31,17,16,24,25,22,25,25,24,19,16,30,29,23,16,29,30,24,19,20,23,36,20,28,26,18,31,21,32,23,37,28,28,31,37,30,32,32,37,35,23,36,35,22,41,29,25,22,35,35,15,12,29,21,25,23,36,30,18,34,14,20,16,15,24,10,21,17,16,15,10,6,16,19,13,78
S02002369,14,17,21,22,22,5,32,22,15,27,20,20,18,27,25,24,30,20,18,17,20,21,19,22,17,20,19,18,11,12,14,22,25,12,25,19,19,20,22,14,25,18,19,16,19,27,33,19,22,38,41,31,32,32,23,23,21,29,23,27,23,24,27,32,29,24,22,28,23,28,17,23,7,16,14,18,18,15,12,11,11,9,10,6,11,5,3,4,3,3,13,15,18,9,24,21,19,17,21,22,30,22,29,21,29,18,11,31,23,41,21,21,18,15,29,26,24,10,18,10,23,17,25,22,15,20,19,19,18,23,16,30,24,17,20,22,34,32,31,39,37,33,35,34,31,24,26,17,31,20,33,31,24,27,22,25,29,30,21,26,19,23,21,17,17,13,20,19,22,11,12,11,17,14,11,10,8,8,9,6,10,30
S02002370,18,27,21,24,34,43,29,33,30,36,20,29,18,20,24,16,33,25,24,23,27,32,9,26,15,26,26,29,19,20,18,26,15,23,31,27,28,36,20,31,18,27,26,23,21,30,29,26,37,45,43,33,24,29,21,34,19,31,29,33,27,28,27,26,22,21,30,19,20,21,29,30,20,21,19,26,9,10,12,15,13,8,5,3,7,7,8,5,3,1,9,29,18,21,18,28,22,24,34,29,34,15,39,19,18,28,16,25,31,27,21,26,23,15,17,18,19,21,19,26,22,19,26,26,14,28,25,40,23,33,29,24,30,33,27,24,25,33,45,31,39,31,33,34,37,40,38,36,36,29,38,35,35,22,38,31,22,28,25,29,27,20,26,17,13,26,22,17,21,12,18,12,13,10,4,6,3,7,5,6,3,16
S02002371,23,15,17,30,17,16,19,24,24,16,18,17,17,21,15,14,15,11,14,19,11,12,33,19,15,20,16,6,20,7,8,19,15,4,25,13,20,23,9,13,15,16,18,17,12,24,23,23,21,31,19,33,17,26,20,26,28,19,16,20,17,19,12,17,25,21,17,14,12,17,20,15,6,10,11,8,14,6,3,9,6,8,1,10,5,7,4,4,4,2,4,12,23,14,13,15,9,15,18,21,13,17,18,23,18,9,24,19,17,16,16,10,16,16,10,8,24,19,28,10,22,17,24,18,12,15,21,20,18,14,11,12,19,9,10,19,15,24,31,27,13,26,26,27,26,21,25,12,24,20,26,29,17,16,23,17,18,23,14,19,15,23,17,13,9,12,2,12,15,11,13,17,4,6,7,9,5,12,8,3,5,16
S02002372,14,22,16,11,8,15,15,16,8,24,14,18,23,16,21,17,19,18,23,28,14,16,18,17,20,19,14,12,21,15,13,12,18,22,17,19,12,22,18,16,18,15,22,24,20,20,16,20,27,41,26,33,27,34,22,26,28,27,21,21,21,23,14,19,22,17,9,21,12,21,16,26,14,13,15,16,19,4,7,3,6,10,6,3,7,4,9,6,3,2,6,14,14,5,11,15,8,14,24,30,27,18,22,22,13,11,17,22,11,21,13,14,18,18,11,26,14,16,22,23,13,20,19,13,24,19,22,17,15,18,13,19,21,22,18,26,30,31,24,29,27,33,26,38,37,36,34,25,21,36,24,20,24,24,15,17,24,29,19,17,19,18,29,20,17,12,20,15,17,16,16,13,8,9,15,9,8,3,5,6,1,14
S02002373,13,13,13,21,20,18,20,11,11,20,20,21,20,17,12,14,14,16,22,21,18,19,24,17,13,26,33,22,26,10,21,23,26,18,19,13,28,29,17,20,15,17,25,15,27,24,33,18,24,36,35,42,27,24,28,30,24,35,40,23,28,25,20,20,29,23,21,26,17,25,25,30,29,27,27,16,13,15,15,10,11,16,14,10,8,4,5,3,2,3,10,17,16,20,5,15,16,5,12,16,16,18,10,25,15,8,14,21,21,24,15,24,15,23,20,23,16,24,28,26,15,29,28,23,14,23,18,20,15,10,19,34,22,18,19,23,24,15,37,31,39,32,27,25,37,27,28,40,27,37,26,21,24,38,35,25,20,40,31,22,28,35,40,28,25,25,19,18,18,23,20,16,18,19,15,9,18,5,6,5,5,27
S02002374,22,22,22,22,20,12,21,18,19,19,21,26,20,28,20,19,15,23,26,22,23,28,16,26,18,25,26,17,25,20,36,16,16,23,8,22,19,19,21,18,7,21,14,24,13,16,22,26,27,18,26,26,28,23,34,35,22,33,35,26,22,24,24,26,25,18,13,20,22,24,26,21,28,14,22,21,23,16,13,15,13,12,11,8,3,6,7,6,6,2,3,25,22,18,20,18,34,27,15,14,16,14,24,26,24,20,18,19,22,14,27,17,32,21,23,29,32,30,23,28,19,21,17,30,33,25,24,27,29,28,19,22,13,27,19,21,26,32,21,37,42,29,37,47,31,32,31,30,42,23,24,22,29,15,27,26,22,24,27,36,25,28,36,27,32,28,28,21,30,24,15,15,9,18,14,9,10,7,7,5,3,6
S02002375,16,24,22,28,21,22,31,23,18,20,12,20,23,22,26,20,17,27,31,23,21,27,25,28,26,25,20,20,25,20,11,23,15,23,23,27,15,18,19,20,9,14,19,25,23,24,17,18,13,28,21,21,21,21,19,19,17,13,30,17,31,16,19,14,25,22,21,14,19,25,20,23,18,13,15,14,13,13,10,5,6,8,5,5,2,2,3,3,3,1,3,17,25,27,34,25,17,26,25,19,22,30,27,11,21,20,21,19,32,24,18,20,21,11,24,24,32,24,28,29,25,22,18,30,35,21,21,30,25,23,18,16,21,23,21,17,20,29,34,18,26,33,30,32,23,24,27,26,25,25,24,26,34,27,28,23,11,17,21,21,25,26,33,19,15,23,16,13,4,10,12,5,8,11,5,5,6,5,1,3,2,12
S02002376,28,36,30,34,27,38,36,33,46,27,38,34,27,24,31,38,37,37,39,22,45,31,38,38,36,31,33,27,29,27,29,44,31,35,31,38,20,29,36,25,24,30,19,28,33,29,41,52,41,41,41,60,31,38,46,37,34,38,52,50,42,46,31,31,31,32,39,27,40,27,30,24,31,28,30,22,20,14,11,19,16,12,12,11,5,6,5,2,3,3,16,28,37,35,24,23,32,25,30,37,42,35,28,30,29,41,22,27,32,25,23,32,32,25,38,26,43,28,35,39,34,39,27,50,55,44,36,40,40,35,31,26,22,28,31,34,36,46,37,40,56,47,55,41,48,37,58,49,40,40,48,33,45,43,47,45,36,33,36,34,30,40,44,33,32,30,20,22,25,24,17,23,15,11,18,7,16,16,9,12,7,32
S02002377,11,20,25,25,17,22,16,23,22,28,35,32,23,36,34,31,25,27,31,13,34,21,35,22,25,28,14,22,17,17,16,7,25,17,28,29,15,23,36,26,27,28,24,24,25,30,37,28,29,40,35,32,31,52,36,42,27,31,30,43,38,31,27,23,26,28,22,34,21,29,25,22,22,33,24,25,16,20,18,15,16,19,20,11,8,6,4,6,5,7,12,20,20,19,27,30,33,25,21,26,32,23,26,21,30,14,37,23,19,23,14,21,14,16,18,11,24,30,18,16,23,23,21,13,22,25,19,27,13,29,32,28,25,24,33,24,36,32,32,48,37,38,48,42,38,49,45,46,37,28,37,37,39,36,34,22,22,29,30,38,28,38,44,25,16,25,26,25,17,11,29,31,21,16,14,15,10,15,13,11,6,22
S02002378,9,19,16,9,14,25,21,14,19,16,22,24,20,20,22,23,23,28,24,32,20,19,21,19,18,10,6,11,11,12,3,13,4,10,4,5,16,16,17,9,9,9,14,19,10,18,24,29,11,25,24,19,32,21,23,15,15,23,24,22,22,13,21,25,18,17,12,14,21,11,24,26,12,16,11,13,10,11,4,5,10,7,5,6,7,5,3,0,1,1,5,6,6,8,20,13,12,14,21,16,16,17,14,14,19,18,21,27,23,21,8,9,17,9,10,9,12,5,10,9,11,7,10,12,13,18,15,12,23,22,18,16,22,16,10,26,23,37,24,26,28,26,42,17,34,27,26,29,25,19,19,20,28,19,15,23,24,21,14,19,27,15,24,21,11,17,9,12,8,7,14,12,6,12,5,8,5,8,2,1,1,12
S02002379,9,21,18,15,16,11,23,21,8,21,20,24,17,18,20,17,15,19,30,21,22,20,14,18,13,15,14,15,25,24,13,23,10,30,20,18,24,18,29,21,18,17,23,26,20,25,33,43,29,36,33,27,35,21,28,25,25,24,36,26,32,17,30,21,22,24,17,26,28,26,13,17,17,13,19,19,13,16,8,10,13,1,18,6,8,5,2,2,5,0,2,8,17,15,10,16,9,16,23,17,16,22,23,25,17,26,16,22,18,17,13,13,22,6,13,15,7,6,9,13,9,10,14,12,21,9,14,22,25,15,18,15,22,21,15,18,16,31,22,35,33,28,37,24,29,27,18,27,23,16,35,19,22,29,16,22,15,16,31,9,16,19,27,25,19,10,14,5,12,15,5,11,13,9,13,6,6,12,2,2,1,13
S02002380,31,38,38,35,19,23,19,31,22,15,23,23,16,19,20,19,17,27,21,30,22,34,24,21,22,18,19,10,25,15,18,14,25,32,21,19,35,25,32,32,15,24,19,27,28,31,26,33,25,25,44,38,23,33,28,40,29,23,31,25,28,19,21,23,24,21,21,27,18,20,17,28,21,15,18,13,14,14,8,13,10,9,6,3,4,4,4,1,3,1,5,36,27,18,30,26,14,29,24,25,25,21,26,25,20,17,29,20,20,20,19,28,16,21,23,24,21,27,19,16,28,38,35,30,19,32,34,38,37,33,30,29,26,21,32,29,25,29,41,24,33,30,38,29,36,47,40,30,38,35,25,19,27,26,23,18,18,23,15,23,23,22,27,14,15,25,23,14,14,23,14,14,3,11,9,6,9,8,6,4,3,11
S02002381,22,27,13,11,21,17,26,16,13,21,20,31,15,18,29,22,20,19,29,29,24,25,31,24,30,15,23,22,16,17,8,11,16,17,21,16,19,24,20,9,25,11,37,23,22,24,29,25,25,21,40,31,27,27,34,27,27,35,37,23,21,20,27,20,21,25,24,17,16,18,24,20,16,11,16,12,5,4,8,6,10,5,6,4,7,2,1,1,2,1,6,13,12,24,21,19,19,14,21,23,31,24,12,28,18,16,15,21,25,21,29,21,34,23,19,19,24,25,15,22,14,22,14,13,13,14,20,21,14,23,29,24,13,25,27,29,25,23,27,40,32,28,39,32,31,38,41,27,30,27,26,19,33,22,29,29,18,23,20,10,18,22,21,21,14,14,14,12,7,2,8,8,7,6,6,10,6,3,4,3,4,11
S02002382,19,17,9,5,16,14,30,8,7,15,6,13,10,11,13,13,10,19,11,17,15,16,18,21,8,16,14,22,27,13,15,11,23,10,11,9,9,16,16,18,18,14,13,10,14,17,19,26,17,22,22,18,15,16,24,22,15,23,19,14,15,22,23,17,19,22,19,12,8,12,16,19,21,18,13,18,17,15,8,13,14,3,6,10,4,6,3,5,5,5,11,10,20,7,16,14,5,16,15,11,13,11,12,16,18,18,22,12,24,16,22,10,9,9,29,12,22,22,25,21,13,11,14,12,12,13,20,8,12,16,12,23,22,8,12,11,18,19,22,18,31,22,23,17,21,23,13,26,27,31,15,21,19,24,20,16,20,16,12,20,22,14,41,21,10,14,10,10,18,14,13,3,15,13,5,5,12,5,6,7,6,23
S02002383,7,12,10,15,15,16,8,15,19,14,16,18,12,10,15,16,8,12,20,12,14,14,11,18,15,12,9,9,11,7,16,19,12,11,16,18,16,20,17,11,8,24,21,14,11,18,13,9,24,14,18,25,25,25,17,22,24,31,12,22,17,17,20,22,16,21,16,15,10,30,23,22,10,20,19,13,19,11,17,14,11,8,17,11,5,10,6,6,3,3,3,8,7,14,8,16,12,15,13,11,15,17,8,14,15,9,11,6,16,16,16,10,16,23,19,11,8,14,2,10,10,11,13,18,14,9,13,31,13,17,14,14,6,9,19,18,22,27,14,13,20,26,24,23,21,32,31,9,18,14,21,22,20,23,20,10,17,12,17,27,22,20,23,22,17,28,23,21,22,12,15,15,13,15,11,7,8,11,10,7,10,13
S02002384,14,20,16,18,12,19,17,19,16,12,11,13,14,10,15,7,16,17,21,20,16,13,23,22,22,28,32,23,30,45,46,36,27,43,39,15,30,17,37,26,24,33,17,24,26,23,32,41,24,31,17,48,29,34,40,33,26,31,34,35,20,22,23,22,22,33,30,35,29,30,22,28,14,22,15,30,17,22,18,16,31,16,16,11,8,13,12,7,5,6,18,16,12,13,11,15,12,19,7,11,14,17,19,11,9,19,14,21,15,12,20,17,19,25,24,26,24,32,35,27,30,31,31,25,18,30,29,27,25,21,32,17,20,34,23,20,25,28,28,21,30,30,31,25,33,30,29,23,31,24,33,33,32,22,24,25,35,22,30,30,27,30,35,35,26,34,20,20,22,22,34,31,26,28,23,12,13,10,20,7,11,32
S02002385,18,18,19,16,20,32,17,22,21,26,11,17,24,11,17,15,17,16,19,13,23,18,16,20,21,22,25,22,22,16,31,26,18,23,22,16,41,37,32,30,15,16,14,35,26,32,37,32,33,28,40,30,19,29,33,24,20,35,25,25,29,21,15,16,15,18,19,18,17,19,21,19,17,14,23,23,13,13,17,10,13,6,5,4,8,10,5,2,1,1,4,20,20,21,12,16,24,22,11,17,16,23,9,15,19,18,10,18,20,22,23,20,18,20,21,27,23,28,37,31,19,13,23,44,21,30,28,29,32,28,9,33,27,29,17,13,24,30,23,29,26,20,27,35,31,27,18,24,32,16,28,20,19,23,19,23,20,18,21,17,17,32,15,19,22,23,22,13,7,16,15,14,13,19,8,11,5,12,8,6,3,6
S02002386,18,15,12,14,17,13,9,19,18,16,21,17,21,11,13,9,9,9,15,15,17,15,9,17,17,7,4,18,6,8,11,9,7,2,12,12,12,11,2,14,11,5,0,11,14,18,13,14,11,9,18,14,20,18,15,17,17,5,7,10,5,13,9,5,7,12,8,10,12,5,8,6,6,9,9,7,7,9,4,6,1,7,5,3,2,4,3,0,1,0,0,9,11,13,17,12,11,16,17,24,19,24,18,14,11,15,18,17,18,11,15,16,15,9,23,12,8,17,19,8,21,12,28,10,26,9,10,13,19,13,13,6,2,19,5,15,23,17,24,18,16,19,8,15,23,17,5,14,12,14,15,18,15,7,18,13,12,5,7,9,9,14,10,1,5,6,5,10,13,6,5,7,3,11,7,5,2,4,3,3,2,2
S02002387,23,18,18,16,12,25,14,16,22,11,18,13,17,10,16,11,14,13,9,13,16,20,19,19,21,17,22,18,13,19,12,14,11,20,13,11,21,10,30,12,18,12,21,20,16,10,13,15,15,20,18,20,23,18,27,21,15,20,11,16,14,16,12,18,11,19,15,7,10,7,19,15,16,19,17,1,9,8,12,9,9,5,9,2,11,4,2,3,0,1,4,12,15,14,17,13,25,15,14,17,27,24,20,24,24,15,15,24,13,21,18,9,19,17,12,24,19,17,8,17,15,21,24,9,13,21,29,18,12,21,20,17,16,19,7,19,21,19,14,22,25,18,21,29,24,20,17,23,11,27,17,9,18,19,13,17,22,12,17,16,25,30,26,18,7,16,7,11,9,14,13,10,9,7,7,6,3,2,0,1,0,8
S02002388,46,46,35,60,39,46,63,51,41,61,60,56,73,52,51,33,48,50,33,50,33,37,24,38,33,37,31,32,28,20,44,32,37,29,53,66,57,56,60,67,50,45,61,61,57,67,65,66,64,59,75,56,36,46,39,59,35,40,35,26,29,29,30,21,20,21,17,19,34,9,24,12,16,16,15,7,13,10,8,12,9,9,8,1,2,1,2,1,4,0,3,39,37,41,47,37,42,47,43,60,60,46,52,64,58,37,45,37,44,39,35,32,42,31,32,35,33,38,37,32,23,37,22,34,51,60,62,49,75,70,54,38,45,55,72,83,52,65,72,59,76,58,38,51,46,50,31,43,39,38,23,23,33,20,25,24,24,24,24,28,29,26,24,13,19,14,16,9,15,7,6,11,12,7,6,5,9,5,1,0,1,7
S02002389,19,30,22,38,22,24,23,19,27,17,24,19,16,20,17,19,17,20,27,15,12,28,18,18,20,13,27,18,17,20,28,15,19,26,20,19,19,21,38,32,25,25,30,20,27,19,30,30,40,35,30,18,35,31,33,33,26,22,33,31,34,35,38,26,24,33,25,37,26,34,23,32,28,5,20,10,16,16,11,12,5,4,8,8,6,3,5,5,2,2,7,18,23,22,15,30,19,22,11,10,15,21,18,14,13,18,16,23,14,12,18,23,27,26,17,20,23,19,22,20,28,21,30,21,21,26,26,39,30,32,23,19,20,26,20,27,24,19,42,33,27,36,38,38,40,46,25,27,34,42,34,37,32,43,28,35,31,26,25,29,21,34,35,17,26,19,24,19,21,12,9,12,20,8,10,6,6,8,7,2,8,15
S02002390,25,13,32,21,25,22,34,30,18,21,25,30,23,36,37,26,23,36,29,20,22,19,36,27,21,42,36,28,38,19,29,31,37,20,23,31,18,24,33,31,17,28,30,23,21,27,29,22,31,23,27,20,16,35,33,31,22,30,29,20,33,23,23,22,29,28,13,17,16,16,9,14,9,9,8,15,13,12,10,10,9,7,12,9,7,4,8,7,1,2,7,27,22,29,35,25,19,40,23,35,18,28,23,38,22,23,22,23,24,17,30,21,31,24,32,26,21,28,31,23,31,24,33,30,28,42,41,27,33,26,21,30,23,30,34,24,26,26,26,26,27,33,29,24,23,31,35,48,28,32,36,17,33,28,28,26,18,22,25,16,13,15,16,13,13,23,11,12,20,8,19,9,15,15,18,17,7,5,3,10,4,6
S02002391,12,26,11,21,24,19,16,12,15,35,20,22,21,4,18,14,18,13,31,23,21,26,20,21,26,18,20,24,15,25,20,27,28,8,17,25,31,21,25,16,17,31,14,18,25,16,16,21,27,18,23,30,34,19,31,18,28,21,20,37,23,29,14,26,31,21,29,23,33,26,29,31,16,18,22,18,15,10,15,10,11,11,7,11,8,3,6,7,2,1,10,17,14,15,22,16,17,27,18,10,10,14,19,19,18,22,14,20,13,10,14,17,15,28,14,37,28,18,28,22,22,20,24,26,21,22,20,29,24,22,33,25,23,23,25,32,26,21,34,22,22,27,25,32,29,27,17,40,37,45,31,29,22,33,30,25,40,31,26,34,37,21,32,18,15,27,18,18,20,15,13,11,12,7,13,17,13,10,10,8,4,21
S02002392,22,24,25,22,22,21,26,35,24,10,21,24,15,24,19,18,26,19,26,17,27,29,29,26,24,34,39,21,28,16,29,26,16,29,26,20,19,27,24,17,14,23,20,19,25,31,22,20,30,23,28,29,33,35,46,25,33,40,31,14,24,26,23,10,25,24,31,23,23,28,19,13,15,22,20,16,15,11,15,12,12,12,10,7,7,9,5,4,2,4,6,22,17,17,23,27,17,26,20,26,23,18,24,30,26,27,18,12,25,23,29,22,37,18,26,17,20,27,37,27,7,27,33,29,37,31,21,33,38,17,35,24,22,23,32,28,35,31,25,30,34,45,23,33,31,28,40,37,34,36,32,32,29,31,28,34,22,26,29,26,23,27,21,27,20,17,27,27,24,15,20,21,21,12,7,13,9,8,6,8,7,26
S02002393,18,20,13,9,21,16,18,16,14,21,31,19,14,22,15,16,21,16,23,29,13,24,15,23,21,14,16,23,7,12,22,19,21,18,10,10,19,13,10,16,13,13,20,19,16,23,28,25,27,25,21,30,17,28,33,27,26,24,42,22,23,26,31,21,19,19,17,20,21,30,20,29,16,11,18,15,14,9,16,7,5,4,7,3,4,7,2,1,1,3,2,11,14,17,16,15,22,16,17,12,22,18,18,10,11,15,13,10,25,34,26,22,16,20,16,8,17,17,19,8,25,14,14,6,18,17,13,22,12,20,11,18,11,17,13,26,23,28,33,28,20,33,36,25,27,24,35,30,30,38,32,29,25,25,24,27,26,24,22,29,27,22,30,12,20,14,13,12,19,8,6,4,5,14,3,8,4,4,2,1,3,5
S02002394,19,15,16,8,19,16,13,19,16,12,18,16,15,19,14,17,19,16,18,21,11,19,13,14,9,13,19,27,11,12,11,22,12,15,20,17,21,22,14,24,15,15,15,5,17,27,19,14,25,6,18,23,23,18,17,28,20,18,28,23,25,25,16,24,28,28,20,7,15,10,15,25,15,5,16,14,18,5,14,9,7,9,8,10,5,7,1,3,2,1,3,9,14,10,16,8,15,13,21,12,15,14,16,19,18,21,14,15,21,16,11,13,16,12,23,13,28,19,12,33,23,13,13,23,13,12,18,20,17,13,22,17,22,11,30,12,16,11,16,28,20,22,23,33,17,32,21,18,21,22,15,31,33,32,24,36,18,20,27,14,18,15,22,17,15,20,18,17,10,13,15,13,10,8,4,8,7,2,7,4,2,12
